"index";"from";"to"
2966;"reprodutivos";"inseto"
2967;"reprodutivos";"vida"
2968;"reprodutivos";"ambiente"
2969;"reprodutivos";"sexo"
2970;"reprodutivos";"gene"
2971;"febre";"comportamento"
2972;"febre";"sintoma"
2973;"febre";"droga"
2974;"febre";"doença"
2975;"febre";"parasitismo"
2976;"febre";"antibiótico"
2977;"touros";"calcário"
2978;"touros";"bovino"
2979;"touros";"brasil"
2980;"touros";"agricultura"
2981;"touros";"população"
2982;"touros";"cerrado"
2983;"touros";"leite"
2984;"touros";"madeira"
2985;"touros";"ordenha"
2986;"touros";"touro"
2987;"seres";"padrão"
2988;"alteraçõe";"aleitamento"
2989;"manteiga";"açúcar"
2990;"manteiga";"gordura"
2991;"manteiga";"lactose"
2992;"manteiga";"leite"
2993;"manteiga";"sal"
2994;"manteiga";"vaca"
2995;"manteiga";"água"
2996;"vagina";"infecção"
2997;"vagina";"aborto"
2998;"vagina";"odor"
2999;"vagina";"glândula"
3000;"vagina";"útero"
3001;"vagina";"ph"
3002;"vagina";"parto"
3003;"vagina";"mão"
3004;"vagina";"bactéria"
3005;"vagina";"cérvix"
3006;"vagina";"hormônio"
3007;"vagina";"ovário"
3008;"vagina";"sexo"
3009;"bactéria";"animai"
3010;"bactéria";"infecção"
3011;"bactéria";"fermentação"
3012;"bactéria";"célula"
3013;"bactéria";"corpo"
3014;"bactéria";"febre maculosa"
3015;"bactéria";"doença"
3016;"bactéria";"bactéria"
3017;"bactéria";"genoma"
3018;"bactéria";"organismo"
3019;"bactéria";"proteína"
3020;"bactéria";"alimento"
3021;"bactéria";"solo"
3022;"bactéria";"hormônio"
3023;"bactéria";"genética"
3024;"bactéria";"água"
3025;"bactéria";"planta"
3026;"bactéria";"dna"
3027;"bactéria";"queijo"
3028;"bactéria";"ambiente"
3029;"bactéria";"aborto"
3030;"bactéria";"parasita"
3031;"bactéria";"núcleo"
3032;"bactéria";"gene"
3033;"bactéria";"antibiótico"
3034;"fibra";"papel"
3035;"artificialmente";"química"
3036;"artificialmente";"estrela"
3037;"artificialmente";"ambiente"
3038;"artificialmente";"mecânica"
3039;"artificialmente";"genética"
3040;"artificialmente";"cultura"
3041;"infecciosa";"brasil"
3042;"infecciosa";"microrganismo"
3043;"infecciosa";"inflamação"
3044;"infecciosa";"doença"
3045;"infecciosa";"bactéria"
3046;"infecciosa";"antibiótico"
3047;"infecciosa";"organismo"
3048;"mínimo";"elemento"
3049;"criado";"vida"
3050;"fosfato";"fósforo"
3051;"fosfato";"química"
3052;"fosfato";"agricultura"
3053;"fosfato";"planta"
3054;"fosfato";"dna"
3055;"cobrir";"brasil"
3056;"espermatozoide";"animai"
3057;"espermatozoide";"glândula"
3058;"espermatozoide";"vagina"
3059;"espermatozoide";"fêmea"
3060;"espermatozoide";"sangue"
3061;"espermatozoide";"útero"
3062;"espermatozoide";"ph"
3063;"espermatozoide";"volume"
3064;"espermatozoide";"célula"
3065;"espermatozoide";"doença"
3066;"espermatozoide";"macho"
3067;"espermatozoide";"cérvix"
3068;"espermatozoide";"fertilidade"
3069;"espermatozoide";"genético"
3070;"espermatozoide";"reprodução"
3071;"espermatozoide";"sexo"
3072;"distribuída";"padrão"
3073;"brasil";"contagem"
3074;"brasil";"açúcar"
3075;"brasil";"serviço"
3076;"brasil";"região"
3077;"brasil";"brasil"
3078;"brasil";"mestiço"
3079;"brasil";"agricultura"
3080;"brasil";"clima temperado"
3081;"brasil";"energia"
3082;"brasil";"carne"
3083;"brasil";"média"
3084;"brasil";"paí"
3085;"brasil";"população"
3086;"brasil";"cerrado"
3087;"brasil";"madeira"
3088;"brasil";"cultura"
3089;"semeadura";"agricultura"
3090;"banco";"brasil"
3091;"banco";"agricultura"
3092;"banco";"indústria"
3093;"banco";"serviço"
3094;"babesia";"babesiose"
3095;"babesia";"espécie"
3096;"babesia";"bovino"
3097;"alimentação";"alimento"
3098;"alimentação";"nutriente"
3099;"alimentação";"substância"
3100;"alimentação";"água"
3101;"alimentação";"solo"
3102;"alimentação";"vida"
3103;"alimentação";"reprodução"
3104;"alimentação";"cultura"
3105;"alimentação";"organismo"
3106;"alimentação";"dieta"
3107;"conhecer";"brasil"
3108;"curral";"animai"
3109;"curral";"gado"
3110;"curral";"cerca"
3111;"curral";"madeira"
3112;"piquete";"brasil"
3113;"fotossensibilização";"espécie"
3114;"fotossensibilização";"fósforo"
3115;"fotossensibilização";"arbusto"
3116;"fotossensibilização";"cultivar"
3117;"desmama";"leite"
3118;"desmama";"bezerro"
3119;"alumínio";"mineral"
3120;"alumínio";"fósforo"
3121;"alumínio";"vida útil"
3122;"alumínio";"sólido"
3123;"alumínio";"cobalto"
3124;"alumínio";"ph"
3125;"alumínio";"selênio"
3126;"alumínio";"energia"
3127;"alumínio";"magnésio"
3128;"alumínio";"planta"
3129;"alumínio";"sódio"
3130;"alumínio";"cálcio"
3131;"alumínio";"solo"
3132;"alumínio";"proteína"
3133;"milho";"fósforo"
3134;"milho";"alimento"
3135;"milho";"açúcar"
3136;"milho";"silagem"
3137;"milho";"árvore"
3138;"milho";"brasil"
3139;"milho";"irrigação"
3140;"milho";"fibra"
3141;"milho";"carne"
3142;"milho";"adubação"
3143;"milho";"inseto"
3144;"milho";"madeira"
3145;"milho";"espécie"
3146;"milho";"sal"
3147;"milho";"europeu"
3148;"milho";"vitamina"
3149;"milho";"genética"
3150;"milho";"proteína"
3151;"temperatura";"líquido"
3152;"temperatura";"proteína"
3153;"temperatura";"sólido"
3154;"temperatura";"química"
3155;"temperatura";"energia"
3156;"temperatura";"volume"
3157;"temperatura";"água"
3158;"temperatura";"partícula"
3159;"temperatura";"matéria"
3160;"temperatura";"quente"
3161;"temperatura";"calor"
3162;"temperatura";"sistema"
3163;"temperatura";"frequência"
3164;"cruza";"adição"
3165;"cruza";"dor"
3166;"importância";"animai"
3167;"importância";"sêman"
3168;"importância";"embriõe"
3169;"importância";"célula"
3170;"importância";"dna"
3171;"importância";"espermatozoide"
3172;"importância";"sangue"
3173;"parasitismo";"infecção"
3174;"parasitismo";"parasita"
3175;"parasitismo";"vermis"
3176;"parasitismo";"doença"
3177;"parasitismo";"bactéria"
3178;"medo";"tristeza"
3179;"medo";"elefante"
3180;"minerais";"fósforo"
3181;"minerais";"alimento"
3182;"minerais";"fosfato"
3183;"minerais";"sólido"
3184;"minerais";"magnésio"
3185;"minerais";"cálcio"
3186;"minerais";"sal"
3187;"minerais";"composição química"
3188;"tornam";"brasil"
3189;"tornam";"seca"
3190;"tornam";"temperatura"
3191;"realizado";"técnica"
3192;"indústria";"eficiência"
3193;"indústria";"transporte"
3194;"indústria";"agricultura"
3195;"indústria";"mercado"
3196;"indústria";"qualidade"
3197;"indústria";"produção"
3198;"indústria";"cultura"
3199;"plantada";"radiação solar"
3200;"plantada";"árvore"
3201;"plantada";"irrigação"
3202;"plantada";"leguminosa"
3203;"plantada";"magnésio"
3204;"plantada";"célula"
3205;"plantada";"bactéria"
3206;"plantada";"espécie"
3207;"plantada";"organismo"
3208;"plantada";"mineral"
3209;"plantada";"fez"
3210;"plantada";"fósforo"
3211;"plantada";"arbusto"
3212;"plantada";"gramínea"
3213;"plantada";"solo"
3214;"plantada";"taxon"
3215;"plantada";"genética"
3216;"plantada";"semente"
3217;"plantada";"água"
3218;"plantada";"cobalto"
3219;"plantada";"animal"
3220;"plantada";"inseto"
3221;"plantada";"madeira"
3222;"plantada";"sal"
3223;"plantada";"inflorescência"
3224;"plantada";"ambiente"
3225;"plantada";"vida"
3226;"plantada";"sexo"
3227;"plantada";"fazenda"
3228;"plantada";"parasita"
3229;"plantada";"agricultura"
3230;"plantada";"energia"
3231;"plantada";"folha"
3232;"plantada";"parasitismo"
3233;"plantada";"matéria"
3234;"plantada";"cálcio"
3235;"espécie";"cavalo"
3236;"espécie";"espermatozoide"
3237;"espécie";"cultivar"
3238;"espécie";"organismo"
3239;"espécie";"sexo"
3240;"criadores";"qualidade"
3241;"criadores";"energia"
3242;"criadores";"substância"
3243;"sêman";"brasil"
3244;"sêman";"manhã"
3245;"desaparecimento";"dna"
3246;"desaparecimento";"raça"
3247;"insumo";"produção"
3248;"insumo";"indústria"
3249;"adubada";"ureia"
3250;"adubada";"química"
3251;"adubada";"irrigação"
3252;"adubada";"leguminosa"
3253;"adubada";"magnésio"
3254;"adubada";"bactéria"
3255;"adubada";"fertilidade"
3256;"adubada";"fósforo"
3257;"adubada";"fosfato"
3258;"adubada";"óleo"
3259;"adubada";"microrganismo"
3260;"adubada";"solo"
3261;"adubada";"base"
3262;"adubada";"cultura"
3263;"adubada";"semente"
3264;"adubada";"esterco"
3265;"adubada";"água"
3266;"adubada";"açúcar"
3267;"adubada";"acidez"
3268;"adubada";"cobalto"
3269;"adubada";"nitrogênio"
3270;"adubada";"fazenda"
3271;"adubada";"agricultura"
3272;"adubada";"cálcio"
3273;"proteína";"ureia"
3274;"proteína";"diarreia"
3275;"proteína";"aleitamento"
3276;"proteína";"ph"
3277;"proteína";"carne"
3278;"proteína";"planta"
3279;"proteína";"sódio"
3280;"proteína";"célula"
3281;"proteína";"água"
3282;"proteína";"espermatozoide"
3283;"proteína";"gene"
3284;"proteína";"cálcio"
3285;"proteína";"leite"
3286;"proteína";"ovo"
3287;"proteína";"vitamina"
3288;"proteína";"queijo"
3289;"proteína";"sangue"
3290;"proteína";"genética"
3291;"proteína";"semente"
3292;"proteína";"dieta"
3293;"rotativo";"volume"
3294;"rotativo";"peso"
3295;"descanso";"brasil"
3296;"descanso";"população"
3297;"taxon";"espécie"
3298;"taxon";"organismo"
3299;"taxon";"cultivar"
3300;"estimado";"tratado"
3301;"estimado";"brasil"
3302;"estimado";"paí"
3303;"estimado";"agricultura"
3304;"estimado";"mercado"
3305;"estimado";"população"
3306;"estimado";"processo"
3307;"causador";"brasil"
3308;"causador";"clima temperado"
3309;"causador";"população"
3310;"concreto";"água"
3311;"doença";"infecção"
3312;"doença";"sintoma"
3313;"doença";"organismo"
3314;"doença";"inflamação"
3315;"vaginal";"vagina"
3316;"vaginal";"aborto"
3317;"vaginal";"reprodução"
3318;"vaginal";"sexo"
3319;"quartos";"brasil"
3320;"quartos";"sexo"
3321;"silagem";"estiagem"
3322;"silagem";"alfafa"
3323;"silagem";"gado"
3324;"silagem";"leguminosa"
3325;"silagem";"fermentação"
3326;"silagem";"bactéria"
3327;"silagem";"proteína"
3328;"silagem";"forragem"
3329;"silagem";"intoxicação"
3330;"silagem";"milho"
3331;"silagem";"fenação"
3332;"silagem";"alimentação"
3333;"silagem";"ph"
3334;"silagem";"gramínea"
3335;"silagem";"pasto"
3336;"silagem";"açúcar"
3337;"silagem";"inverno"
3338;"silagem";"nutriente"
3339;"silagem";"ensilagem"
3340;"silagem";"planta"
3341;"silagem";"sorgo"
3342;"silagem";"matéria seca"
3343;"silagem";"queijo"
3344;"silagem";"silo"
3345;"efetivo";"químico"
3346;"eficiência";"indústria"
3347;"eficiência";"transporte"
3348;"eficiência";"agricultura"
3349;"eficiência";"energia"
3350;"eficiência";"produção"
3351;"eficiência";"cultura"
3352;"eficiência";"calor"
3353;"realiza";"brasil"
3354;"máquina";"energia"
3355;"recomendada";"brasil"
3356;"volume";"área"
3357;"seguinte";"brasil"
3358;"seguinte";"banco"
3359;"seguinte";"literatura"
3360;"seguinte";"cultura"
3361;"produzem";"antibiótico"
3362;"produzem";"espécie"
3363;"químicas";"líquido"
3364;"químicas";"ureia"
3365;"químicas";"substância"
3366;"químicas";"fermentação"
3367;"químicas";"célula"
3368;"químicas";"estrela"
3369;"químicas";"organismo"
3370;"químicas";"proteína"
3371;"químicas";"arquitetura"
3372;"químicas";"alimento"
3373;"químicas";"fósforo"
3374;"químicas";"fosfato"
3375;"químicas";"químico"
3376;"químicas";"temperatura"
3377;"químicas";"sistema"
3378;"químicas";"água"
3379;"químicas";"odor"
3380;"químicas";"sólido"
3381;"químicas";"cobalto"
3382;"químicas";"dna"
3383;"químicas";"sal"
3384;"químicas";"composição química"
3385;"químicas";"vida"
3386;"químicas";"nitrogênio"
3387;"químicas";"medicamento"
3388;"químicas";"brasil"
3389;"químicas";"agricultura"
3390;"químicas";"energia"
3391;"químicas";"volume"
3392;"carne";"alimento"
3393;"carne";"gordura"
3394;"carne";"proteína"
3395;"carne";"raça"
3396;"carne";"agricultura"
3397;"carne";"ph"
3398;"carne";"leguminosa"
3399;"carne";"animal"
3400;"carne";"água"
3401;"carne";"dna"
3402;"carne";"leite"
3403;"carne";"dieta"
3404;"lodo";"mineral"
3405;"lodo";"nutriente"
3406;"lodo";"agricultura"
3407;"lodo";"substância"
3408;"lodo";"desenvolvimento"
3409;"lodo";"partícula"
3410;"lodo";"solo"
3411;"lodo";"lama"
3412;"leguminosas";"alfafa"
3413;"leguminosas";"arbusto"
3414;"leguminosas";"árvore"
3415;"leguminosas";"brasil"
3416;"leguminosas";"nitrogênio"
3417;"leguminosas";"folha"
3418;"leguminosas";"dna"
3419;"leguminosas";"bactéria"
3420;"leguminosas";"ovário"
3421;"leguminosas";"forragem"
3422;"cultivar";"organismo"
3423;"cultivar";"agricultura"
3424;"cultivar";"espécie"
3425;"cultivar";"taxon"
3426;"cultivar";"semente"
3427;"principais";"brasil"
3428;"reprodutor";"animai"
3429;"reprodutor";"sêman"
3430;"reprodutor";"vagina"
3431;"reprodutor";"gestação"
3432;"reprodutor";"aptidão"
3433;"reprodutor";"glândula mamária"
3434;"reprodutor";"fêmea"
3435;"reprodutor";"útero"
3436;"reprodutor";"espermatozoide"
3437;"reprodutor";"macho"
3438;"reprodutor";"cérvix"
3439;"reprodutor";"hormônio"
3440;"reprodutor";"ovário"
3441;"reprodutor";"reprodução"
3442;"reprodutor";"genética"
3443;"reprodutor";"organismo"
3444;"reprodutor";"sexo"
3445;"carrapaticida";"fêmea"
3446;"carrapaticida";"brasil"
3447;"carrapaticida";"febre maculosa"
3448;"carrapaticida";"imersão"
3449;"carrapaticida";"bactéria"
3450;"carrapaticida";"leite"
3451;"carrapaticida";"macho"
3452;"carrapaticida";"babesiose"
3453;"carrapaticida";"sangue"
3454;"carrapaticida";"febre"
3455;"econômicos";"indústria"
3456;"econômicos";"eficiência"
3457;"econômicos";"transporte"
3458;"econômicos";"irrigação"
3459;"econômicos";"agricultura"
3460;"econômicos";"banco"
3461;"econômicos";"mercado"
3462;"econômicos";"produção"
3463;"econômicos";"mecânica"
3464;"econômicos";"cultura"
3465;"contribuir";"inverno"
3466;"contribuir";"brasil"
3467;"contribuir";"paí"
3468;"contribuir";"clima temperado"
3469;"contribuir";"milho"
3470;"contribuir";"população"
3471;"contribuir";"literatura"
3472;"contribuir";"vida"
3473;"contribuir";"queijo"
3474;"intramamárias";"antibiótico"
3475;"alimento";"cavalo"
3476;"alimento";"substância"
3477;"alimento";"ovo"
3478;"alimento";"reprodução"
3479;"alimento";"organismo"
3480;"alimento";"proteína"
3481;"alimento";"gordura"
3482;"alimento";"coleta"
3483;"alimento";"milho"
3484;"alimento";"alimentação"
3485;"alimento";"cultura"
3486;"alimento";"água"
3487;"alimento";"açúcar"
3488;"alimento";"carne"
3489;"alimento";"manteiga"
3490;"alimento";"inseto"
3491;"alimento";"leite"
3492;"alimento";"vaca"
3493;"alimento";"queijo"
3494;"alimento";"vida"
3495;"alimento";"nitrogênio"
3496;"alimento";"agricultura"
3497;"alimento";"aveia"
3498;"alimento";"energia"
3499;"alimento";"matéria"
3500;"alimento";"sangue"
3501;"guzerá";"raça"
3502;"guzerá";"bovino"
3503;"guzerá";"brasil"
3504;"guzerá";"zebu"
3505;"guzerá";"leite"
3506;"rodízio";"brasil"
3507;"rodízio";"transporte"
3508;"ogm";"brasil"
3509;"ogm";"clonagem"
3510;"ogm";"gene"
3511;"ogm";"bactéria"
3512;"ogm";"dna"
3513;"ogm";"espécie"
3514;"ogm";"melhoramento genético"
3515;"ogm";"genoma"
3516;"ogm";"embrapa"
3517;"ogm";"genética"
3518;"ogm";"organismo"
3519;"macho";"fêmea"
3520;"macho";"célula"
3521;"macho";"espermatozoide"
3522;"macho";"espécie"
3523;"macho";"reprodução"
3524;"macho";"sexo"
3525;"panicum";"ovário"
3526;"panicum";"espécie"
3527;"odor";"libido"
3528;"geração";"sexo"
3529;"higiene";"limpeza"
3530;"higiene";"desinfecção"
3531;"higiene";"doença"
3532;"higiene";"técnica"
3533;"higiene";"organismo"
3534;"desempenho";"meta"
3535;"desempenho";"máquina"
3536;"desempenho";"equipamento"
3537;"desempenho";"transporte"
3538;"desempenho";"produto"
3539;"desempenho";"animal"
3540;"desempenho";"processo"
3541;"desempenho";"sistema"
3542;"microbiana";"alimento"
3543;"microbiana";"ureia"
3544;"microbiana";"fosfato"
3545;"microbiana";"ph"
3546;"microbiana";"magnésio"
3547;"microbiana";"corpo"
3548;"microbiana";"água"
3549;"microbiana";"lactose"
3550;"microbiana";"cálcio"
3551;"microbiana";"imunoglobulina"
3552;"microbiana";"organismo"
3553;"microbiana";"proteína"
3554;"mosca";"genoma"
3555;"mosca";"gene"
3556;"mosca";"genética"
3557;"utilizar";"concreto"
3558;"provoca";"parte"
3559;"auxilia";"brasil"
3560;"fuste";"arquitetura"
3561;"fuste";"árvore"
3562;"crioscopia";"líquido"
3563;"crioscopia";"temperatura"
3564;"crioscopia";"química"
3565;"placenta";"útero"
3566;"possibilita";"contagem"
3567;"possibilita";"açúcar"
3568;"possibilita";"serviço"
3569;"possibilita";"região"
3570;"possibilita";"brasil"
3571;"possibilita";"mestiço"
3572;"possibilita";"agricultura"
3573;"possibilita";"clima temperado"
3574;"possibilita";"energia"
3575;"possibilita";"carne"
3576;"possibilita";"média"
3577;"possibilita";"paí"
3578;"possibilita";"população"
3579;"possibilita";"cerrado"
3580;"possibilita";"madeira"
3581;"possibilita";"cultura"
3582;"congelado";"água"
3583;"congelado";"sangue"
3584;"congelado";"substância"
3585;"congelado";"proteína"
3586;"secos";"brasil"
3587;"empregado";"brasil"
3588;"empregado";"droga"
3589;"criar";"brasil"
3590;"criar";"parto"
3591;"criar";"aborto"
3592;"criar";"dano"
3593;"anormais";"parasita"
3594;"anormais";"energia"
3595;"anormais";"alimentação"
3596;"anormais";"célula"
3597;"anormais";"animal"
3598;"anormais";"inseto"
3599;"anormais";"cálcio"
3600;"anormais";"matéria"
3601;"anormais";"espécie"
3602;"anormais";"ovo"
3603;"anormais";"vida"
3604;"anormais";"genética"
3605;"anormais";"organismo"
3606;"anormais";"proteína"
3607;"pc";"brasil"
3608;"subclínica";"doença"
3609;"subclínica";"antibiótico"
3610;"subclínica";"inflamação"
3611;"mineral";"fósforo"
3612;"mineral";"alimento"
3613;"mineral";"fosfato"
3614;"mineral";"sólido"
3615;"mineral";"magnésio"
3616;"mineral";"cálcio"
3617;"mineral";"sal"
3618;"mineral";"composição química"
3619;"ureia";"alimento"
3620;"ureia";"proteína"
3621;"ureia";"célula"
3622;"ureia";"água"
3623;"ureia";"sal"
3624;"ureia";"composto orgânico"
3625;"ureia";"sangue"
3626;"ureia";"semente"
3627;"ureia";"nitrogênio"
3628;"cynodon";"espécie"
3629;"forrageiras";"alfafa"
3630;"forrageiras";"gado"
3631;"forrageiras";"agricultura"
3632;"forrageiras";"aveia"
3633;"forrageiras";"alimentação"
3634;"forrageiras";"pasto"
3635;"forrageiras";"solo"
3636;"forrageiras";"vaca"
3637;"forrageiras";"carrapato"
3638;"umidade";"medida"
3639;"umidade";"temperatura"
3640;"umidade";"umidade relativa"
3641;"umidade";"saturação"
3642;"umidade";"sangue"
3643;"umidade";"água"
3644;"reprodutivo";"fêmea"
3645;"reprodutivo";"mosca"
3646;"reprodutivo";"célula"
3647;"reprodutivo";"macho"
3648;"reprodutivo";"bactéria"
3649;"reprodutivo";"ovo"
3650;"reprodutivo";"espécie"
3651;"reprodutivo";"ovário"
3652;"reprodutivo";"organismo"
3653;"reprodutivo";"alimento"
3654;"reprodutivo";"temperatura"
3655;"reprodutivo";"mãe"
3656;"reprodutivo";"alimentação"
3657;"reprodutivo";"genética"
3658;"reprodutivo";"semente"
3659;"reprodutivo";"animal"
3660;"reprodutivo";"clonagem"
3661;"reprodutivo";"dna"
3662;"reprodutivo";"inseto"
3663;"reprodutivo";"vida"
3664;"reprodutivo";"ambiente"
3665;"reprodutivo";"sexo"
3666;"reprodutivo";"gene"
3667;"reduzir";"terapia"
3668;"reduzir";"cultura"
3669;"humanos";"consumo"
3670;"humanos";"placenta"
3671;"humanos";"radiação solar"
3672;"humanos";"fêmea"
3673;"humanos";"paí"
3674;"humanos";"gado"
3675;"humanos";"irrigação"
3676;"humanos";"célula"
3677;"humanos";"doença"
3678;"humanos";"macho"
3679;"humanos";"espécie"
3680;"humanos";"genoma"
3681;"humanos";"reprodução"
3682;"humanos";"libido"
3683;"humanos";"alimento"
3684;"humanos";"gordura"
3685;"humanos";"gestação"
3686;"humanos";"mãe"
3687;"humanos";"serviço"
3688;"humanos";"útero"
3689;"humanos";"parto"
3690;"humanos";"europeu"
3691;"humanos";"literatura"
3692;"humanos";"tristeza"
3693;"humanos";"genética"
3694;"humanos";"cultura"
3695;"humanos";"água"
3696;"humanos";"transporte"
3697;"humanos";"mercado"
3698;"humanos";"animal"
3699;"humanos";"kg"
3700;"humanos";"dna"
3701;"humanos";"inseto"
3702;"humanos";"mão"
3703;"humanos";"produção"
3704;"humanos";"vida"
3705;"humanos";"nitrogênio"
3706;"humanos";"sexo"
3707;"humanos";"peso"
3708;"humanos";"agricultura"
3709;"humanos";"população"
3710;"humanos";"gene"
3711;"humanos";"dieta"
3712;"alfafa";"brasil"
3713;"alfafa";"área"
3714;"alfafa";"indústria"
3715;"alfafa";"população"
3716;"será";"brasil"
3717;"silos";"limpeza"
3718;"silos";"fazenda"
3719;"silos";"silagem"
3720;"silos";"agricultura"
3721;"silos";"umidade"
3722;"detectar";"máquina"
3723;"detectar";"equipamento"
3724;"detectar";"substância"
3725;"detectar";"corpo"
3726;"detectar";"partícula"
3727;"inicial";"brasil"
3728;"mestiço";"brasil"
3729;"mestiço";"europeu"
3730;"mestiço";"raça"
3731;"mestiço";"mestiço"
3732;"potencial";"temperatura"
3733;"potencial";"eficiência"
3734;"potencial";"química"
3735;"potencial";"brasil"
3736;"potencial";"área"
3737;"potencial";"banco"
3738;"potencial";"energia"
3739;"potencial";"planta"
3740;"potencial";"volume"
3741;"potencial";"fermentação"
3742;"potencial";"frequência"
3743;"potencial";"partícula"
3744;"potencial";"matéria"
3745;"potencial";"solo"
3746;"potencial";"vida"
3747;"potencial";"estrela"
3748;"potencial";"calor"
3749;"potencial";"sistema"
3750;"potencial";"organismo"
3751;"potencial";"água"
3752;"válida";"brasil"
3753;"raça";"sintoma"
3754;"raça";"brasil"
3755;"raça";"cavalo"
3756;"raça";"zebu"
3757;"raça";"mestiço"
3758;"raça";"população"
3759;"raça";"gene"
3760;"raça";"macho"
3761;"raça";"espécie"
3762;"raça";"gir"
3763;"raça";"genética"
3764;"raça";"cultura"
3765;"porém";"arquitetura"
3766;"porém";"indústria"
3767;"porém";"brasil"
3768;"porém";"área"
3769;"porém";"população"
3770;"porém";"queijo"
3771;"infestação";"infecção"
3772;"infestação";"infecçõe"
3773;"infestação";"parasita"
3774;"infestação";"vermis"
3775;"infestação";"bactéria"
3776;"infestação";"carrapato"
3777;"cerca";"concreto"
3778;"cerca";"madeira"
3779;"área";"superfície"
3780;"área";"volume"
3781;"custo";"serviço"
3782;"custo";"legislação"
3783;"custo";"energia"
3784;"custo";"produção"
3785;"custo";"objetivo"
3786;"mamária";"animai"
3787;"mamária";"seca"
3788;"mamária";"indústria"
3789;"mamária";"calcário"
3790;"mamária";"serviço"
3791;"mamária";"árvore"
3792;"mamária";"população"
3793;"mamária";"inseto"
3794;"mamária";"umidade"
3795;"NATIONAL RESEARCH";"parto"
3796;"NATIONAL RESEARCH";"peso"
3797;"Mastite Teste";"infecção"
3798;"Mastite Teste";"glândula mamária"
3799;"Mastite Teste";"inflamação"
3800;"Mastite Teste";"dor"
3801;"Mastite Teste";"bactéria"
3802;"Mastite Teste";"antibiótico"
3803;"Mastite Teste";"febre"
3804;"Pennisetum purpureum";"brasil"
3805;"Pennisetum purpureum";"pennisetum"
3806;"Pennisetum purpureum";"espécie"
3807;"Empresa Brasileira";"brasil"
3808;"Streptococcus agalactiae";"vacina"
3809;"Streptococcus agalactiae";"útero"
3810;"Streptococcus agalactiae";"infecção"
3811;"Streptococcus agalactiae";"espécie"
3812;"Instrução Normativa";"brasil"
3813;"corrente sanguínea";"nutriente"
3814;"corrente sanguínea";"doença"
3815;"corrente sanguínea";"inseto"
3816;"corrente sanguínea";"hormônio"
3817;"corrente sanguínea";"vida"
3818;"corrente sanguínea";"antibiótico"
3819;"Pesquisa Agropecuária";"brasil"
3820;"Pesquisa Agropecuária";"agricultura"
3821;"raios solares";"radiação solar"
3822;"RESEARCH COUNCIL";"pesquisa"
3823;"RESEARCH COUNCIL";"arquitetura"
3824;"RESEARCH COUNCIL";"literatura"
3825;"RESEARCH COUNCIL";"método"
3826;"RESEARCH COUNCIL";"química"
3827;"RESEARCH COUNCIL";"clonagem"
3828;"RESEARCH COUNCIL";"dna"
3829;"RESEARCH COUNCIL";"bactéria"
3830;"RESEARCH COUNCIL";"técnica"
3831;"RESEARCH COUNCIL";"estrela"
3832;"RESEARCH COUNCIL";"prática"
3833;"RESEARCH COUNCIL";"mecânica"
3834;"RESEARCH COUNCIL";"genética"
3835;"RESEARCH COUNCIL";"sistema"
3836;"Custo Operacional";"serviço"
3837;"Custo Operacional";"legislação"
3838;"Custo Operacional";"energia"
3839;"Custo Operacional";"produção"
3840;"Custo Operacional";"objetivo"
3841;"cevada úmida";"milho"
3842;"cevada úmida";"aveia"
3843;"cevada úmida";"carne"
3844;"cevada úmida";"fermentação"
3845;"cevada úmida";"intestino delgado"
3846;"cevada úmida";"leite"
3847;"cevada úmida";"sal"
3848;"cevada úmida";"semente"
3849;"cevada úmida";"proteína"
3850;"distúrbios metabólicos";"sistema imunológico"
3851;"distúrbios metabólicos";"infecção"
3852;"distúrbios metabólicos";"inflamação"
3853;"Staphylococcus aureus";"febre"
3854;"Staphylococcus aureus";"espécie"
3855;"radiação solar";"área"
3856;"radiação solar";"temperatura"
3857;"radiação solar";"frequência"
3858;"radiação solar";"calor"
3859;"Taiwan A-146";"brasil"
3860;"Taiwan A-146";"tanzânia"
3861;"intestino delgado";"fez"
3862;"intestino delgado";"glândula"
3863;"intestino delgado";"gordura"
3864;"intestino delgado";"nutriente"
3865;"intestino delgado";"acidez"
3866;"intestino delgado";"ph"
3867;"intestino delgado";"sódio"
3868;"intestino delgado";"célula"
3869;"intestino delgado";"água"
3870;"intestino delgado";"cálcio"
3871;"intestino delgado";"hormônio"
3872;"intestino delgado";"proteína"
3873;"geneticamente modificados";"brasil"
3874;"geneticamente modificados";"clonagem"
3875;"geneticamente modificados";"gene"
3876;"geneticamente modificados";"bactéria"
3877;"geneticamente modificados";"dna"
3878;"geneticamente modificados";"espécie"
3879;"geneticamente modificados";"melhoramento genético"
3880;"geneticamente modificados";"genoma"
3881;"geneticamente modificados";"embrapa"
3882;"geneticamente modificados";"genética"
3883;"geneticamente modificados";"organismo"
3884;"sentido norte-sul";"brasil"
3885;"dupla aptidão";"bovino"
3886;"dupla aptidão";"brasil"
3887;"dupla aptidão";"gado"
3888;"dupla aptidão";"zebu"
3889;"dupla aptidão";"carne"
3890;"dupla aptidão";"leite"
3891;"dupla aptidão";"guzerá"
3892;"balanço energético";"energia"
3893;"Minas Gerais";"contagem"
3894;"Minas Gerais";"inverno"
3895;"Minas Gerais";"fosfato"
3896;"Minas Gerais";"estiagem"
3897;"Minas Gerais";"calcário"
3898;"Minas Gerais";"brasil"
3899;"Minas Gerais";"área"
