,term1,term2,value
41560,peletizado, incidência,1
41561,peletizado, infectante,1
41562,peletizado, infusão,1
41563,peletizado, ingrediente,1
41564,peletizado, interferir,1
41565,peletizado, intoxicação,1
41566,peletizado, leiteiro,1
41567,peletizado, lesão,1
41568,peletizado, limpo,1
41569,peletizado, lixiviados,1
41570,peletizado, macho,1
41571,peletizado, magnésio,1
41572,peletizado, material,1
41573,peletizado, medida,1
41574,peletizado, mestiço,1
41575,peletizado, metacercária,1
41576,peletizado, modo,1
41577,peletizado, molecular,1
41578,peletizado, mosca,1
41579,peletizado, mosquicidar,1
41580,peletizado, médio,1
41581,peletizado, naturalizar,1
41582,peletizado, nitrato,1
41583,peletizado, odor,1
41584,peletizado, organismo,1
41585,peletizado, parasita,1
41586,peletizado, parte,1
41587,peletizado, pasto,1
41588,peletizado, pequeno,1
41589,peletizado, perda,1
41590,peletizado, perder,1
41591,peletizado, plantar,1
41592,peletizado, potável,1
41593,peletizado, praga,1
41594,peletizado, principal,1
41595,peletizado, procurar,1
41596,peletizado, proliferação,1
41597,peletizado, prostrar,1
41598,peletizado, proteína,1
41599,peletizado, rebanhar,1
41600,peletizado, rebanho,1
41601,peletizado, recomendação,1
41602,peletizado, reprodutivo,1
41603,peletizado, resistente,1
41604,peletizado, resíduo,1
41605,peletizado, risco,1
41606,peletizado, rótulo,1
41607,peletizado, sanitário,1
41608,peletizado, segurar,1
41609,peletizado, silagem,1
41610,peletizado, solubilizados,1
41611,peletizado, sombrear,1
41612,peletizado, substância,1
41613,peletizado, temperatura,1
41614,peletizado, tratamento,1
41615,peletizado, tremor,1
41616,peletizado, trocar,1
41617,peletizado, técnico,1
41618,peletizado, usina,1
41619,peletizado, uterino,1
41620,peletizado, veneno,1
41621,peletizado, vitro,1
41622,peletizado, zebuína,1
41623,peletizado, íom,1
41624,peletizado, útero,1
41625,músculo, albumina,1
41626,músculo, alto,1
41627,músculo, aminar,1
41628,músculo, açúcar,1
41629,músculo, bovino,1
41630,músculo, calor,1
41631,músculo, cartilagem,1
41632,músculo, caseína,1
41633,músculo, componentes,1
41634,músculo, coração,1
41635,músculo, diafragma,1
41636,músculo, globulina,1
41637,músculo, gás,1
41638,músculo, instalação,1
41639,músculo, lactose,1
41640,músculo, larva,1
41641,músculo, língua,1
41642,músculo, perder,1
41643,músculo, tecidos,1
41644,restinga, salobra,1
41645,restinga, transição,1
41646,debilitar, animais,1
41647,debilitar, vaca,1
41648,fazendeiro, diagnosticar,1
41649,fazendeiro, liber,1
41650,fazendeiro, perda,1
41651,fazendeiro, sintoma,1
41652,roçar, manual,1
41653,roçar, suficiente,1
41654,roçar, vegetação,1
41655,aproveitamento, afetar,1
41656,aproveitamento, alimento,1
41657,aproveitamento, animais,1
41658,aproveitamento, animal,1
41659,aproveitamento, avear,1
41660,aproveitamento, aveia,1
41661,aproveitamento, baixo,1
41662,aproveitamento, barato,1
41663,aproveitamento, bovino,1
41664,aproveitamento, cerca,1
41665,aproveitamento, chuva,1
41666,aproveitamento, colheita,1
41667,aproveitamento, componente,1
41668,aproveitamento, concentrar,1
41669,aproveitamento, cor,1
41670,aproveitamento, cortar,1
41671,aproveitamento, distúrbio,1
41672,aproveitamento, erosão,1
41673,aproveitamento, fertilizante,1
41674,aproveitamento, fertilização,1
41675,aproveitamento, fibra,1
41676,aproveitamento, fluxo,1
41677,aproveitamento, forrageira,1
41678,aproveitamento, fácil,1
41679,aproveitamento, físico,1
41680,aproveitamento, fósforo,1
41681,aproveitamento, geada,1
41682,aproveitamento, gear,1
41683,aproveitamento, humano,1
41684,aproveitamento, instalação,1
41685,aproveitamento, lodo,1
41686,aproveitamento, maneira,1
41687,aproveitamento, material,1
41688,aproveitamento, microbiana,1
41689,aproveitamento, mineral,1
41690,aproveitamento, máquina,1
41691,aproveitamento, mãe,1
41692,aproveitamento, método,1
41693,aproveitamento, natural,1
41694,aproveitamento, nutriente,1
41695,aproveitamento, objetivo,1
41696,aproveitamento, pastagem,1
41697,aproveitamento, pasto,1
41698,aproveitamento, pelagem,1
41699,aproveitamento, pelar,1
41700,aproveitamento, piquete,1
41701,aproveitamento, populaçãar,1
41702,aproveitamento, potássio,1
41703,aproveitamento, principal,1
41704,aproveitamento, puro,1
41705,aproveitamento, queimar,1
41706,aproveitamento, raça,1
41707,aproveitamento, rebanhar,1
41708,aproveitamento, regime,1
41709,aproveitamento, reprodutor,1
41710,aproveitamento, reter,1
41711,aproveitamento, seca,1
41712,aproveitamento, semiconfinamento,1
41713,aproveitamento, subtropical,1
41714,aproveitamento, suficiente,1
41715,aproveitamento, teor,1
41716,aproveitamento, tomada,1
41717,aproveitamento, tricros,1
41718,aproveitamento, tropical,1
41719,aproveitar, afetar,1
41720,aproveitar, alimento,1
41721,aproveitar, animais,1
41722,aproveitar, avear,1
41723,aproveitar, baixo,1
41724,aproveitar, bom,1
41725,aproveitar, cerca,1
41726,aproveitar, colheita,1
41727,aproveitar, cor,1
41728,aproveitar, cortar,1
41729,aproveitar, cultura,1
41730,aproveitar, dieta,1
41731,aproveitar, fibra,1
41732,aproveitar, fósforo,1
41733,aproveitar, geada,1
41734,aproveitar, gear,1
41735,aproveitar, lodo,1
41736,aproveitar, maneira,1
41737,aproveitar, material,1
41738,aproveitar, mineral,1
41739,aproveitar, máximo,1
41740,aproveitar, nitrogênio,1
41741,aproveitar, nutriente,1
41742,aproveitar, pelagem,1
41743,aproveitar, plantio,1
41744,aproveitar, potássio,1
41745,aproveitar, principal,1
41746,aproveitar, puro,1
41747,aproveitar, queimar,1
41748,aproveitar, sistema,1
41749,aproveitar, solo,1
41750,aproveitar, subtropical,1
41751,aproveitar, teor,1
41752,aproveitar, tropical,1
41753,digestãar, aeróbia,1
41754,digestãar, anaeróbia,1
41755,digestãar, armazenagem,1
41756,digestãar, biológico,1
41757,digestãar, chuva,1
41758,digestãar, corrente,1
41759,digestãar, cultura,1
41760,digestãar, detenção,1
41761,digestãar, diluição,1
41762,digestãar, entrar,1
41763,digestãar, fertirrigação,1
41764,digestãar, graxo,1
41765,digestãar, humificação,1
41766,digestãar, irrigação,1
41767,digestãar, maturação,1
41768,digestãar, microbiano,1
41769,digestãar, parede,1
41770,digestãar, população,1
41771,digestãar, proteína,1
41772,digestãar, rebanhar,1
41773,digestãar, ruminal,1
41774,digestãar, sanguíneo,1
41775,digestãar, solo,1
41776,digestãar, tanques,1
41777,digestãar, teor,1
41778,digestãar, termofílica,1
41779,digestãar, tratamento,1
41780,digestãar, ácido,1
41781,ovariano, afetar,1
41782,ovariano, fase,1
41783,ovariano, lactação,1
41784,ovariano, perder,1
41785,sol, acesso,1
41786,sol, animais,1
41787,sol, baia,1
41788,sol, baixo,1
41789,sol, bezerreiro,1
41790,sol, cama,1
41791,sol, capim,1
41792,sol, casa,1
41793,sol, cerca,1
41794,sol, chuva,1
41795,sol, contaminação,1
41796,sol, deslocamento,1
41797,sol, drenar,1
41798,sol, efeito,1
41799,sol, ensilar,1
41800,sol, entrada,1
41801,sol, fator,1
41802,sol, fermentação,1
41803,sol, gaiola,1
41804,sol, garantir,1
41805,sol, lactente,1
41806,sol, maneira,1
41807,sol, material,1
41808,sol, modo,1
41809,sol, orientar,1
41810,sol, parasita,1
41811,sol, pastagem,1
41812,sol, pequeno,1
41813,sol, principal,1
41814,sol, temperatura,1
41815,sol, terreno,1
41816,sol, traseiro,1
41817,sol, vaca,1
41818,sol, vento,1
41819,fraco, aborto,1
41820,fraco, campilobacteriose,1
41821,fraco, doença,1
41822,fraco, excesso,1
41823,fraco, gestante,1
41824,fraco, liber,1
41825,fraco, magro,1
41826,fraco, principal,1
41827,fraco, subnutrição,1
41828,fraco, tricomonose,1
41829,fraco, vaca,1
41830,fraco, vacar,1
41831,glabra, ráqul,1
41832,glabra, subséssel,1
41833,clínico, afetar,1
41834,clínico, aguar,1
41835,clínico, agudo,1
41836,clínico, amarelar,1
41837,clínico, animais,1
41838,clínico, aquoso,1
41839,clínico, coágulo,1
41840,clínico, espermatozoide,1
41841,clínico, espermograma,1
41842,clínico, estresse,1
41843,clínico, febre,1
41844,clínico, fisiologia,1
41845,clínico, floco,1
41846,clínico, fácil,1
41847,clínico, inflamação,1
41848,clínico, intoxicação,1
41849,clínico, intramamário,1
41850,clínico, lactação,1
41851,clínico, liber,1
41852,clínico, limpo,1
41853,clínico, monta,1
41854,clínico, morno,1
41855,clínico, necropsia,1
41856,clínico, palpação,1
41857,clínico, parte,1
41858,clínico, parto,1
41859,clínico, perda,1
41860,clínico, principal,1
41861,clínico, procedimento,1
41862,clínico, quarto,1
41863,clínico, seco,1
41864,clínico, treinamento,1
41865,clínico, técnico,1
41866,clínico, vacinação,1
41867,clínico, água,1
41868,descamação, animal,1
41869,descamação, apetite,1
41870,descamação, barbela,1
41871,descamação, cauda,1
41872,descamação, consumir,1
41873,descamação, desinfecção,1
41874,descamação, desmamar,1
41875,descamação, diarreia,1
41876,descamação, edema,1
41877,descamação, estimular,1
41878,descamação, examinar,1
41879,descamação, excitabilidade,1
41880,descamação, febre,1
41881,descamação, flanco,1
41882,descamação, féter,1
41883,descamação, holandês,1
41884,descamação, infecção,1
41885,descamação, mamar,1
41886,descamação, maneira,1
41887,descamação, mestiço,1
41888,descamação, mãe,1
41889,descamação, natural,1
41890,descamação, objetivo,1
41891,descamação, odor,1
41892,descamação, orelha,1
41893,descamação, parte,1
41894,descamação, pele,1
41895,descamação, perda,1
41896,descamação, precoce,1
41897,descamação, presença,1
41898,descamação, prurir,1
41899,descamação, purulento,1
41900,descamação, raça,1
41901,descamação, sintoma,1
41902,descamação, sistema,1
41903,descamação, teto,1
41904,descamação, vaginal,1
41905,descamação, zebu,1
41906,descamação, zebuína,1
41907,tratamento, abdômen,1
41908,tratamento, acrobustite,1
41909,tratamento, adubo,1
41910,tratamento, adulto,1
41911,tratamento, aeração,1
41912,tratamento, aeróbia,1
41913,tratamento, aeróbio,1
41914,tratamento, afetar,1
41915,tratamento, agalactiae,1
41916,tratamento, agente,1
41917,tratamento, anaeróbia,1
41918,tratamento, antialérgico,1
41919,tratamento, antisséptico,1
41920,tratamento, antitóxico,1
41921,tratamento, ar,1
41922,tratamento, armazenagem,1
41923,tratamento, arrepiar,1
41924,tratamento, auxiliar,1
41925,tratamento, aveia,1
41926,tratamento, babosa,1
41927,tratamento, barbela,1
41928,tratamento, bastão,1
41929,tratamento, beladona,1
41930,tratamento, bexiga,1
41931,tratamento, brilho,1
41932,tratamento, cama,1
41933,tratamento, camomila,1
41934,tratamento, carga,1
41935,tratamento, chuva,1
41936,tratamento, ciclo,1
41937,tratamento, coccidiose,1
41938,tratamento, colorir,1
41939,tratamento, combate,1
41940,tratamento, compostagem,1
41941,tratamento, concreto,1
41942,tratamento, confinar,1
41943,tratamento, corda,1
41944,tratamento, cordoalha,1
41945,tratamento, corporal,1
41946,tratamento, corrente,1
41947,tratamento, cruzamento,1
41948,tratamento, cupim,1
41949,tratamento, câncer,1
41950,tratamento, demora,1
41951,tratamento, detenção,1
41952,tratamento, diarrear,1
41953,tratamento, digestãar,1
41954,tratamento, diluição,1
41955,tratamento, dimensionamento,1
41956,tratamento, divisória,1
41957,tratamento, edema,1
41958,tratamento, eimeriose,1
41959,tratamento, erva,1
41960,tratamento, estresse,1
41961,tratamento, eucalipto,1
41962,tratamento, fatal,1
41963,tratamento, fator,1
41964,tratamento, fazendeiro,1
41965,tratamento, ferramenta,1
41966,tratamento, fertirrigação,1
41967,tratamento, financeiro,1
41968,tratamento, fitoterapia,1
41969,tratamento, forrageira,1
41970,tratamento, freático,1
41971,tratamento, galpão,1
41972,tratamento, gênerar,1
41973,tratamento, haste,1
41974,tratamento, herbácea,1
41975,tratamento, heterose,1
41976,tratamento, hidratação,1
41977,tratamento, homeopatia,1
41978,tratamento, humano,1
41979,tratamento, hábito,1
41980,tratamento, húmu,1
41981,tratamento, indesejável,1
41982,tratamento, infeccioso,1
41983,tratamento, infestação,1
41984,tratamento, infusão,1
41985,tratamento, intramamário,1
41986,tratamento, irrigação,1
41987,tratamento, irritação,1
41988,tratamento, isolamento,1
41989,tratamento, lei,1
41990,tratamento, leiteiro,1
41991,tratamento, lembrar,1
41992,tratamento, lençol,1
41993,tratamento, liber,1
41994,tratamento, limpar,1
41995,tratamento, limpo,1
41996,tratamento, lombo,1
41997,tratamento, macho,1
41998,tratamento, madeira,1
41999,tratamento, magro,1
42000,tratamento, maneira,1
42001,tratamento, marcação,1
42002,tratamento, matar,1
42003,tratamento, material,1
42004,tratamento, meio,1
42005,tratamento, morfofisiológica,1
42006,tratamento, mourão,1
42007,tratamento, mucoso,1
42008,tratamento, método,1
42009,tratamento, neoplasia,1
42010,tratamento, nutricional,1
42011,tratamento, nutriente,1
42012,tratamento, olho,1
42013,tratamento, parasitose,1
42014,tratamento, paratifo,1
42015,tratamento, parte,1
42016,tratamento, partícula,1
42017,tratamento, parâmetro,1
42018,tratamento, pasteurizado,1
42019,tratamento, pasto,1
42020,tratamento, pata,1
42021,tratamento, patogênico,1
42022,tratamento, patógeno,1
42023,tratamento, pelar,1
42024,tratamento, penduloso,1
42025,tratamento, perda,1
42026,tratamento, perene,1
42027,tratamento, pescoço,1
42028,tratamento, piquete,1
42029,tratamento, planta,1
42030,tratamento, pomada,1
42031,tratamento, população,1
42032,tratamento, prepucial,1
42033,tratamento, procedimento,1
42034,tratamento, procurar,1
42035,tratamento, progesterona,1
42036,tratamento, prostaglandina,1
42037,tratamento, protozoário,1
42038,tratamento, quente,1
42039,tratamento, químico,1
42040,tratamento, radicante,1
42041,tratamento, rasteiro,1
42042,tratamento, raça,1
42043,tratamento, rebanhar,1
42044,tratamento, recomendação,1
42045,tratamento, regime,1
42046,tratamento, reidrata,1
42047,tratamento, reprodutivo,1
42048,tratamento, reprodutor,1
42049,tratamento, reter,1
42050,tratamento, rodízio,1
42051,tratamento, samambaia,1
42052,tratamento, sanguíneo,1
42053,tratamento, semear,1
42054,tratamento, semiconfinamento,1
42055,tratamento, semissólido,1
42056,tratamento, solúvel,1
42057,tratamento, sombrear,1
42058,tratamento, soroterapia,1
42059,tratamento, subereta,1
42060,tratamento, série,1
42061,tratamento, tanque,1
42062,tratamento, tanques,1
42063,tratamento, temperatura,1
42064,tratamento, terapêutico,1
42065,tratamento, teto,1
42066,tratamento, tostagem,1
42067,tratamento, treinamento,1
42068,tratamento, térmico,1
42069,tratamento, tóxico,1
42070,tratamento, umbigueira,1
42071,tratamento, uterino,1
42072,tratamento, vacar,1
42073,tratamento, ver,1
42074,tratamento, verme,1
42075,tratamento, vermifugação,1
42076,tratamento, verminose,1
42077,tratamento, via,1
42078,tratamento, vitalidade,1
42079,tratamento, ácidos,1
42080,tratamento, órgão,1
42081,endoparasita, bom,1
42082,endoparasita, certo,1
42083,eucalipto, arborização,1
42084,eucalipto, concreto,1
42085,eucalipto, cordoalha,1
42086,eucalipto, divisória,1
42087,eucalipto, espécie,1
42088,eucalipto, lei,1
42089,eucalipto, madeira,1
42090,eucalipto, mourão,1
42091,eucalipto, máximo,1
42092,eucalipto, pastagem,1
42093,eucalipto, plantio,1
42102,palatável, bezerro,1
42103,palatável, bom,1
42104,palatável, concentrar,1
42105,palatável, forragem,1
42106,palatável, nutriente,1
42107,palatável, nutritivo,1
42108,palatável, solo,1
42109,tenra, forragem,1
42110,tenra, gramínea,1
42111,tenra, leiteiro,1
42112,tenra, pastagem,1
42113,tenra, tropical,1
42114,tenra, vaca,1
42115,tenra, água,1
42116,gênerar, animal,1
42117,gênerar, bezerro,1
42118,gênerar, carbúnculo,1
42119,gênerar, corporal,1
42120,gênerar, distúrbio,1
42121,gênerar, endereçar,1
42122,gênerar, espécie,1
42123,gênerar, feijão,1
42124,gênerar, forrageira,1
42125,gênerar, fêmeo,1
42126,gênerar, grande,1
42127,gênerar, infeccioso,1
42128,gênerar, infectocontagiosa,1
42129,gênerar, infecção,1
42130,gênerar, lembrar,1
42131,gênerar, macho,1
42132,gênerar, nitrogênio,1
42133,gênerar, parasitário,1
42134,gênerar, paratifo,1
42135,gênerar, raiz,1
42136,gênerar, semente,1
42137,gênerar, sintoma,1
42138,gênerar, sintomático,1
42139,gênerar, solo,1
42140,gênerar, tratamento,1
42141,gênerar, verme,1
42142,ressecamento, animal,1
42143,ressecamento, cigarra,1
42144,ressecamento, clorótico,1
42145,ressecamento, cobertura,1
42146,ressecamento, cocho,1
42147,ressecamento, espécie,1
42148,ressecamento, estria,1
42149,ressecamento, face,1
42150,ressecamento, forragem,1
42151,ressecamento, grande,1
42152,ressecamento, pasto,1
42153,ressecamento, planta,1
42154,ressecamento, sombrear,1
42155,pancreática, delgar,1
42156,pancreática, digerir,1
42157,pancreática, enzima,1
42158,pancreática, intestino,1
42159,pancreática, procarboxipeptidase,1
42160,pancreática, proteína,1
42161,pancreática, quimotripsina,1
42162,pancreática, tripsina,1
42163,fertilização, animal,1
42164,fertilização, aproveitamento,1
42165,fertilização, biológico,1
42166,fertilização, bivitelino,1
42167,fertilização, bom,1
42168,fertilização, carga,1
42169,fertilização, combate,1
42170,fertilização, espécie,1
42171,fertilização, fertilizante,1
42172,fertilização, filho,1
42173,fertilização, fêmea,1
42174,fertilização, herdar,1
42175,fertilização, incubadora,1
42176,fertilização, inseto,1
42177,fertilização, leguminoso,1
42178,fertilização, maturar,1
42179,fertilização, mão,1
42180,fertilização, método,1
42181,fertilização, obra,1
42182,fertilização, ovulação,1
42183,fertilização, ovário,1
42184,fertilização, ovócito,1
42185,fertilização, oócito,1
42186,fertilização, pasto,1
42187,fertilização, planta,1
42188,fertilização, plantio,1
42189,fertilização, rebanho,1
42190,fertilização, sexo,1
42191,fertilização, solo,1
42192,fertilização, superpastejo,1
42193,fertilização, série,1
42194,fertilização, técnico,1
42195,dessecação, calagem,1
42196,dessecação, herbicida,1
42197,dessecação, plantio,1
42198,dessecação, semente,1
42199,dessecação, vegetação,1
42200,metabolismo, calor,1
42201,metabolismo, cérebro,1
42202,metabolismo, estimular,1
42203,metabolismo, hipófise,1
42204,metabolismo, hormônio,1
42205,metabolismo, ovário,1
42206,metabolismo, vaca,1
42207,metabolismo, órgão,1
42280,gaiola, cama,1
42281,gaiola, casa,1
42282,gaiola, concentrar,1
42283,gaiola, entrada,1
42284,gaiola, granulado,1
42285,gaiola, lateral,1
42286,gaiola, principal,1
42287,gaiola, seco,1
42288,gaiola, sol,1
42289,hominivorax, animal,1
42290,hominivorax, bicheira,1
42291,hominivorax, cisticercose,1
42292,hominivorax, larva,1
42293,hominivorax, miíase,1
42294,hominivorax, mosca,1
42295,hominivorax, organismo,1
42296,hominivorax, tecido,1
42297,fértil, braquiária,1
42298,fértil, cirúrgico,1
42299,fértil, cobertura,1
42300,fértil, cobrir,1
42301,fértil, escrotal,1
42302,fértil, fator,1
42303,fértil, forrageiro,1
42304,fértil, fêmea,1
42305,fértil, grande,1
42306,fértil, hormônio,1
42307,fértil, libido,1
42308,fértil, macho,1
42309,fértil, magro,1
42310,fértil, monórquidos,1
42311,fértil, nutricional,1
42312,fértil, ovulação,1
42313,fértil, ovário,1
42314,fértil, pastagem,1
42315,fértil, portador,1
42316,fértil, semeadura,1
42317,fértil, terraço,1
42318,fértil, via,1
42319,rotativo, adubar,1
42320,rotativo, alimento,1
42321,rotativo, alta,1
42322,rotativo, brachiaria,1
42323,rotativo, capim,1
42324,rotativo, cerca,1
42325,rotativo, cobrir,1
42326,rotativo, concentrar,1
42327,rotativo, elevar,1
42328,rotativo, espécie,1
42329,rotativo, hectare,1
42330,rotativo, hábito,1
42331,rotativo, infraestrutura,1
42332,rotativo, lançar,1
42333,rotativo, médio,1
42334,rotativo, novilho,1
42335,rotativo, nutrientes,1
42336,rotativo, objetivo,1
42337,rotativo, obtenção,1
42338,rotativo, pasto,1
42339,rotativo, rasteiro,1
42340,rotativo, suficiente,1
42341,rotativo, suplementar,1
42342,rotativo, taxa,1
42343,rotativo, teor,1
42344,rotativo, útil,1
42579,nucleotídeo, fita,1
42580,nucleotídeo, frágil,1
42581,nucleotídeo, gene,1
42582,nucleotídeo, genoma,1
42583,nucleotídeo, genético,1
42584,nucleotídeo, hidrogênio,1
42585,nucleotídeo, meio,1
42586,nucleotídeo, molecular,1
42587,nucleotídeo, nuclear,1
42588,nucleotídeo, serpentina,1
42589,pedaço, desinfetar,1
42590,pedaço, álcool,1
42591,parâmetro, aeração,1
42592,parâmetro, antibiótico,1
42593,parâmetro, ar,1
42594,parâmetro, bactéria,1
42595,parâmetro, bulbo,1
42596,parâmetro, conservante,1
42597,parâmetro, cru,1
42598,parâmetro, célula,1
42599,parâmetro, droga,1
42600,parâmetro, fluido,1
42601,parâmetro, higiênica,1
42602,parâmetro, legislação,1
42603,parâmetro, meio,1
42604,parâmetro, microbiológico,1
42605,parâmetro, odor,1
42606,parâmetro, ordenha,1
42607,parâmetro, oxigênio,1
42608,parâmetro, partícula,1
42609,parâmetro, pequeno,1
42610,parâmetro, pesticidar,1
42611,parâmetro, químico,1
42612,parâmetro, radiação,1
42613,parâmetro, resíduo,1
42614,parâmetro, sabor,1
42615,parâmetro, seco,1
42616,parâmetro, somático,1
42617,parâmetro, tratamento,1
42618,parâmetro, variação,1
42619,parâmetro, vento,1
42628,perna, célula,1
42629,perna, filho,1
42630,perna, garupa,1
42631,perna, gordura,1
42632,perna, leiteiro,1
42633,perna, natimorto,1
42634,perna, principal,1
42635,perna, proteína,1
42636,perna, somático,1
42637,perna, taxa,1
42638,perna, teta,1
42639,desinfetante, acesso,1
42640,desinfetante, bebedouro,1
42641,desinfetante, casco,1
42642,desinfetante, cobrir,1
42643,desinfetante, concreto,1
42644,desinfetante, confinar,1
42645,desinfetante, contaminar,1
42646,desinfetante, doente,1
42647,desinfetante, esperar,1
42648,desinfetante, frasco,1
42649,desinfetante, fácil,1
42650,desinfetante, instalação,1
42651,desinfetante, larva,1
42652,desinfetante, lavar,1
42653,desinfetante, limpar,1
42654,desinfetante, medicamento,1
42655,desinfetante, método,1
42656,desinfetante, ordenha,1
42657,desinfetante, pasto,1
42658,desinfetante, pedaço,1
42659,desinfetante, proliferação,1
42660,desinfetante, quarto,1
42661,desinfetante, raspar,1
42662,desinfetante, sadio,1
42663,desinfetante, álcool,1
42664,proteína, abomaso,1
42665,proteína, adiposo,1
42666,proteína, aveia,1
42667,proteína, açúcar,1
42668,proteína, bactéria,1
42669,proteína, balanço,1
42670,proteína, basar,1
42671,proteína, bicarbonato,1
42672,proteína, cair,1
42673,proteína, cajan,1
42674,proteína, calor,1
42675,proteína, carvão,1
42676,proteína, cerca,1
42677,proteína, certo,1
42678,proteína, cloro,1
42679,proteína, cocho,1
42680,proteína, colher,1
42681,proteína, comercial,1
42682,proteína, componentes,1
42683,proteína, cor,1
42684,proteína, corpo,1
42685,proteína, creme,1
42686,proteína, decumbem,1
42687,proteína, demandar,1
42688,proteína, desmamar,1
42689,proteína, dietético,1
42690,proteína, digestãar,1
42691,proteína, digestão,1
42692,proteína, digestível,1
42693,proteína, excretar,1
42694,proteína, filho,1
42695,proteína, fisiologia,1
42696,proteína, fisiológico,1
42697,proteína, forrageiro,1
42698,proteína, funcionar,1
42699,proteína, fêmea,1
42700,proteína, físico,1
42701,proteína, gestante,1
42702,proteína, gir,1
42703,proteína, glândular,1
42704,proteína, glóbulo,1
42705,proteína, guandu,1
42706,proteína, guzerá,1
42707,proteína, gás,1
42708,proteína, imunoglobulina,1
42709,proteína, imunológico,1
42710,proteína, indesejável,1
42711,proteína, interferir,1
42712,proteína, leguminosa,1
42713,proteína, lembrar,1
42714,proteína, leucena,1
42715,proteína, leucocephalar,1
42716,proteína, lisina,1
42717,proteína, líquido,1
42718,proteína, madeira,1
42719,proteína, magnésio,1
42720,proteína, magra,1
42721,proteína, mamar,1
42722,proteína, mamário,1
42723,proteína, manteiga,1
42724,proteína, medida,1
42725,proteína, metionina,1
42726,proteína, minerais,1
42727,proteína, modo,1
42728,proteína, molécula,1
42729,proteína, multiflorum,1
42730,proteína, músculo,1
42731,proteína, natimorto,1
42732,proteína, natural,1
42733,proteína, odor,1
42734,proteína, oferecer,1
42735,proteína, pancreática,1
42736,proteína, pastejo,1
42737,proteína, pelar,1
42738,proteína, perna,1
42739,proteína, pesagem,1
42740,proteína, população,1
42741,proteína, praga,1
42742,proteína, procarboxipeptidase,1
42743,proteína, protease,1
42744,proteína, protozoário,1
42745,proteína, pé,1
42746,proteína, quimotripsina,1
42747,proteína, químico,1
42748,proteína, reflexo,1
42749,proteína, rendimento,1
42750,proteína, reprodutivo,1
42751,proteína, rim,1
42752,proteína, ruziziensil,1
42753,proteína, salgar,1
42754,proteína, sativa,1
42755,proteína, silagem,1
42756,proteína, sintetizar,1
42757,proteína, sombrear,1
42758,proteína, substância,1
42759,proteína, sucedâneo,1
42760,proteína, tamponante,1
42761,proteína, taxa,1
42762,proteína, tecido,1
42763,proteína, textura,1
42764,proteína, tostar,1
42765,proteína, tripsina,1
42766,proteína, tropical,1
42767,proteína, vegetal,1
42768,proteína, vitro,1
42769,proteína, zebuína,1
42770,proteína, íom,1
42771,proteína, óxido,1
42772,botijo, artificial,1
42773,botijo, boca,1
42774,botijo, cobrir,1
42775,botijo, corrente,1
42776,botijo, cuidado,1
42777,botijo, gargalo,1
42778,botijo, infraestrutura,1
42779,botijo, inseminador,1
42780,botijo, instalação,1
42781,botijo, líquido,1
42782,botijo, máximo,1
42783,botijo, nitrogênio,1
42784,botijo, novilho,1
42785,botijo, pancadar,1
42786,botijo, pequeno,1
42787,botijo, raio,1
42788,botijo, régua,1
42789,botijo, temperatura,1
42790,botijo, técnico,1
42791,botijo, vaca,1
42792,botijo, água,1
42793,adocicar, bezerro,1
42794,adocicar, comercial,1
42795,adocicar, concentrar,1
42796,adocicar, pelar,1
42797,adocicar, rançoso,1
42798,adocicar, ração,1
42799,adocicar, textura,1
42800,criptorquidia, descendente,1
42801,criptorquidia, genético,1
42802,criptorquidia, portador,1
42803,criptorquidia, reprodutor,1
42804,criptorquidia, testicular,1
42805,bicálcico, absorvível,1
42806,bicálcico, bom,1
42807,bicálcico, calcinado,1
42808,bicálcico, cloreto,1
42809,bicálcico, cobre,1
42810,bicálcico, iodato,1
42811,bicálcico, magnésio,1
42812,bicálcico, potássio,1
42813,bicálcico, seleno,1
42814,bicálcico, óxido,1
42815,recolher, baixo,1
42816,recolher, brotação,1
42817,recolher, capim,1
42818,recolher, carreta,1
42819,recolher, carroça,1
42820,recolher, entrada,1
42821,recolher, esterco,1
42822,recolher, fator,1
42823,recolher, instalação,1
42824,recolher, lactação,1
42825,recolher, mão,1
42826,recolher, obra,1
42827,recolher, ordenha,1
42828,recolher, pastejo,1
42829,recolher, vaca,1
42830,bolsa, amniótico,1
42831,bolsa, bezerro,1
42832,bolsa, cirúrgico,1
42833,bolsa, escrotal,1
42834,bolsa, esperar,1
42835,bolsa, fértil,1
42836,bolsa, monórquidos,1
42837,bolsa, parto,1
42838,bolsa, portador,1
42839,bolsa, via,1
42840,inoculação, alto,1
42841,inoculação, animais,1
42842,inoculação, babesiose,1
42843,inoculação, baixo,1
42844,inoculação, bezerro,1
42845,inoculação, bovil,1
42846,inoculação, bovina,1
42847,inoculação, bovino,1
42848,inoculação, cavalo,1
42849,inoculação, concentração,1
42850,inoculação, erliquiose,1
42851,inoculação, funcionar,1
42852,inoculação, grande,1
42853,inoculação, imunidade,1
42854,inoculação, indesejável,1
42855,inoculação, infestação,1
42856,inoculação, parasitando,1
42857,inoculação, população,1
42858,inoculação, risco,1
42859,inoculação, vacinador,1
42860,clorótico, cigarra,1
42861,clorótico, espécie,1
42862,clorótico, estria,1
42863,clorótico, pasto,1
42864,clorótico, planta,1
42865,clorótico, ressecamento,1
42866,coliforme, agudo,1
