term1,term2,value
calcário, cinza,1
calcário, dolomítico,1
calcário, elevar,2
calcário, esterco,1
calcário, forrageira,2
calcário, fosfato,1
calcário, físico,1
calcário, gradagem,1
calcário, grande,1
calcário, magnesiano,1
calcário, magnésio,2
calcário, meio,1
calcário, mineral,2
calcário, método,2
calcário, natural,1
calcário, neutralizar,1
calcário, núcleo,1
calcário, operação,1
calcário, orgânico,1
calcário, pastagem,1
calcário, pedra,1
calcário, pequeno,2
calcário, plantar,1
calcário, plantio,2
calcário, preparar,1
calcário, químico,1
calcário, ração,3
calcário, sistema,1
calcário, solo,8
calcário, termofosfato,1
calcário, tolerante,2
calcário, água,1
cerco, acesso,1
cerco, acidente,1
cerco, animais,1
cerco, animal,1
cerco, ar,1
cerco, cuidado,1
cerco, entrada,1
cerco, lona,2
cerco, silo,2
cheiro, cabeça,1
cheiro, garupar,1
cheiro, mau,1
industrialização, antibiótico,1
industrialização, resíduo,1
metal, alumínio,1
metal, estrôncio,1
metal, magnésio,1
metal, manganês,1
metal, pastagem,1
metal, presença,1
metal, vaca,1
metal, água,2
metal, íom,1
briga, acidente,1
briga, adulto,1
briga, animal,1
briga, fase,1
briga, fácil,1
bicarbonato, aditivo,2
bicarbonato, alcalinizante,1
bicarbonato, animais,1
bicarbonato, açúcar,1
bicarbonato, balancear,1
bicarbonato, base,2
bicarbonato, bom,2
bicarbonato, caseiro,1
bicarbonato, colher,1
bicarbonato, concentrado,1
bicarbonato, concentrar,2
bicarbonato, dieta,4
bicarbonato, gordura,1
bicarbonato, ingrediente,1
bicarbonato, magnésio,3
bicarbonato, mineral,2
bicarbonato, proteína,1
bicarbonato, puro,1
bicarbonato, ração,1
bicarbonato, rebanho,1
bicarbonato, ruminal,1
bicarbonato, seco,1
bicarbonato, sopa,1
bicarbonato, tamponante,3
bicarbonato, tampão,1
bicarbonato, vaca,1
bicarbonato, volumoso,1
bicarbonato, água,1
bicarbonato, óxido,3
acidente, adulto,1
acidente, animais,1
acidente, animal,1
acidente, bom,1
acidente, braquiária,1
acidente, briga,1
acidente, cerco,1
acidente, cobertura,1
acidente, cuidado,1
acidente, fase,1
acidente, fácil,1
acidente, garantir,1
acidente, grande,1
acidente, modo,1
acidente, montar,1
acidente, novilho,2
acidente, obeso,1
acidente, pastagem,1
acidente, pequeno,1
acidente, planta,1
acidente, risco,1
acidente, seca,1
acidente, semente,1
acidente, solo,2
acidente, superpastejo,1
acidente, temperatura,1
acidente, topografia,1
acidente, tóxico,1
acidente, vaca,2
acidente, ácidos,1
perfil, animais,1
perfil, animal,2
perfil, bom,3
perfil, comercial,1
perfil, componente,1
perfil, concentrado,1
perfil, leiteiro,1
perfil, ouvir,1
perfil, rebanhar,1
antialérgico, animal,1
antialérgico, antisséptico,1
antialérgico, antitóxico,1
antialérgico, sintoma,1
antialérgico, sombrear,1
veranico, açúcar,1
veranico, cortar,1
veranico, excesso,1
veranico, fase,1
veranico, germinação,1
veranico, grande,1
veranico, orgânico,1
veranico, pastagem,1
veranico, plântula,1
veranico, reter,1
veranico, semente,1
veranico, silagem,1
veranico, solo,2
veranico, teor,2
ficha, leiteiro,1
ficha, reprodutivo,1
poeira, chuva,1
poeira, seco,1
escrotal, bolsa,2
escrotal, cirúrgico,1
escrotal, fértil,1
escrotal, monórquidos,1
escrotal, portador,1
escrotal, testículo,3
escrotal, via,1
perímetro, cerca,2
perímetro, pequeno,2
perímetro, piquete,2
metacercária, infectante,1
metacercária, parasita,1
metacercária, pelar,1
metacercária, vegetação,1
nutricional, adulto,1
nutricional, agente,1
nutricional, animais,2
nutricional, animal,5
nutricional, análise,1
nutricional, ar,1
nutricional, armazenamento,1
nutricional, bezerro,1
nutricional, bom,3
nutricional, cobertura,1
nutricional, compactação,1
nutricional, cuidado,1
nutricional, densidade,1
nutricional, doença,1
nutricional, eficiente,1
nutricional, elevar,2
nutricional, energético,1
nutricional, entrar,1
nutricional, enxofre,1
nutricional, escassez,1
nutricional, espécie,3
nutricional, exigência,6
nutricional, financeiro,1
nutricional, forrageira,5
nutricional, forragem,1
nutricional, fácil,1
nutricional, fértil,2
nutricional, fósforo,1
nutricional, gramínea,1
nutricional, infestação,1
nutricional, inseminador,1
nutricional, invasor,1
nutricional, lactação,2
nutricional, lembrar,2
nutricional, magro,1
nutricional, mau,1
nutricional, mineral,1
nutricional, motivo,1
nutricional, médico,1
nutricional, médio,1
nutricional, nitrogênio,2
nutricional, novilho,3
nutricional, nutrir,2
nutricional, parte,1
nutricional, parto,1
nutricional, pastagem,7
nutricional, pastejo,2
nutricional, pasto,1
nutricional, pequeno,1
nutricional, perder,1
nutricional, planta,1
nutricional, potássio,1
nutricional, químico,1
nutricional, rançoso,1
nutricional, rebanhar,1
nutricional, rebanho,4
nutricional, recurso,1
nutricional, reprodutivo,1
nutricional, sanitário,3
nutricional, secar,1
nutricional, seco,1
nutricional, semeadura,1
nutricional, solo,7
nutricional, superpastejo,1
nutricional, série,1
nutricional, taxa,1
nutricional, temperatura,1
nutricional, tostagem,1
nutricional, tratamento,1
nutricional, térmico,1
nutricional, vaca,9
nutricional, vitamina,1
montar, acidente,1
montar, animal,1
montar, cobertura,1
montar, grande,1
montar, libido,1
montar, natural,2
montar, novilho,2
montar, obeso,1
montar, pequeno,1
montar, perder,1
montar, risco,1
montar, rufião,1
montar, vaca,4
everminação, banho,1
everminação, carrapaticidar,1
everminação, rebanho,1
everminação, vacinação,1
gamaglobulina, bovino,1
tintura, boca,1
tintura, cordão,1
tintura, umbilical,1
tintura, vidro,1
multiovulação, animal,1
multiovulação, embrião,1
multiovulação, genético,1
multiovulação, guzerá,1
multiovulação, meio,1
multiovulação, núcleo,1
multiovulação, progênie,1
multiovulação, raça,1
multiovulação, vaca,1
cruzamento, acasalamento,2
cruzamento, alto,1
cruzamento, animais,1
cruzamento, animal,22
cruzamento, aptidão,3
cruzamento, baixo,1
cruzamento, bezerro,1
cruzamento, bom,8
cruzamento, calor,1
cruzamento, cruza,2
cruzamento, cruzar,7
cruzamento, dactylon,1
cruzamento, ectoparasita,1
cruzamento, efeito,1
cruzamento, elevar,2
cruzamento, esperar,1
cruzamento, estolão,1
cruzamento, fator,1
cruzamento, filho,2
cruzamento, fêmea,2
cruzamento, garantir,1
cruzamento, genético,5
cruzamento, gigante,1
cruzamento, gir,6
cruzamento, grande,5
cruzamento, grosso,1
cruzamento, guzerá,4
cruzamento, haste,1
cruzamento, heterose,5
cruzamento, holandês,10
cruzamento, híbrido,2
cruzamento, lactação,1
cruzamento, leiteiro,5
cruzamento, macho,1
cruzamento, material,1
cruzamento, mau,1
cruzamento, meio,3
cruzamento, mestiço,6
cruzamento, modo,1
cruzamento, médio,1
cruzamento, nlemfuensil,2
cruzamento, novilho,1
cruzamento, objetivo,1
cruzamento, obtenção,1
cruzamento, pasto,2
cruzamento, pelar,1
cruzamento, puro,10
cruzamento, raça,32
cruzamento, rebanhar,2
cruzamento, rebanho,2
cruzamento, reprodutivo,2
cruzamento, resistente,3
cruzamento, rizoma,1
cruzamento, sistema,5
cruzamento, tolerância,1
cruzamento, tricros,1
cruzamento, vaca,12
cruzamento, zebu,1
cruzamento, zebuína,8
cruzamento, zebuíno,3
pepsina, abomaso,1
pepsina, alimento,1
pepsina, bactéria,1
pepsina, clorídrico,1
pepsina, digerir,1
pepsina, digestão,1
pepsina, enzima,1
pepsina, meio,1
pepsina, partícula,1
pepsina, químico,1
pepsina, ácer,1
cajan, aveia,1
cajan, espécie,1
cajan, forrageira,1
cajan, guandu,3
cajan, inverno,1
cajan, lactação,1
cajan, multiflorum,1
cajan, perene,1
cajan, plantio,1
cajan, proteína,1
cajan, sativa,1
cajan, seca,1
cajan, vaca,1
magnesiano, bovino,1
magnesiano, calcário,1
magnesiano, dolomítico,1
magnesiano, mineral,1
portão, ordenha,1
calopogônio, braquiária,1
calopogônio, mucunoide,2
calopogônio, phaseoloide,1
calopogônio, pubescem,1
metabólico, abomaso,2
metabólico, acetonemia,1
metabólico, acidose,1
metabólico, afetar,1
metabólico, alta,2
metabólico, animais,2
metabólico, animal,3
metabólico, bom,2
metabólico, calor,3
metabólico, calórico,1
metabólico, cetose,1
metabólico, cetônico,1
metabólico, cobre,1
metabólico, concentrado,1
metabólico, concentração,1
metabólico, corpo,1
metabólico, corporal,2
metabólico, deslocamento,2
metabólico, dieta,1
metabólico, digestivo,1
metabólico, distúrbio,4
metabólico, doença,4
metabólico, enxofre,2
metabólico, estresse,3
metabólico, excesso,1
metabólico, excreção,1
metabólico, fase,1
metabólico, fator,1
metabólico, febre,1
metabólico, fibra,1
metabólico, fisiológico,1
metabólico, forragem,1
metabólico, fungo,1
metabólico, gestação,1
metabólico, gordo,1
metabólico, gordura,1
metabólico, grande,1
metabólico, infeccioso,1
metabólico, intoxicação,1
metabólico, lactação,4
metabólico, lote,1
metabólico, magro,2
metabólico, maternidade,1
metabólico, medida,1
metabólico, médio,1
metabólico, novilho,1
metabólico, obeso,2
metabólico, parte,1
metabólico, parto,1
metabólico, partícula,1
metabólico, peladeira,1
metabólico, pequeno,1
metabólico, perder,1
metabólico, planta,1
metabólico, quelação,1
metabólico, quente,1
metabólico, reprodutivo,1
metabólico, taxa,1
metabólico, temperatura,1
metabólico, teor,1
metabólico, toxina,1
metabólico, uterino,1
metabólico, vaca,10
metabólico, velho,1
digestível, alimento,1
digestível, base,1
digestível, bom,1
digestível, concentrar,1
digestível, dieta,1
digestível, garantir,1
digestível, gestante,1
digestível, líquido,1
digestível, magra,1
digestível, modo,1
digestível, nutriente,2
digestível, nutrientes,1
digestível, parto,1
digestível, proteína,1
digestível, ração,1
digestível, vaca,1
digestível, volumoso,1
ossaturo, animal,2
ossaturo, gir,1
ossaturo, grande,1
ossaturo, guzerá,1
ossaturo, médio,1
ossaturo, pequeno,1
ossaturo, pesar,1
ossaturo, raça,2
intramamária, alto,1
intramamária, antibiótico,1
intramamária, bezerro,1
intramamária, contaminar,1
intramamária, cuidado,1
intramamária, descartar,1
intramamária, desinfecção,3
intramamária, garantir,1
intramamária, infecção,3
intramamária, limpo,1
intramamária, mamar,1
intramamária, medicamento,1
intramamária, microbiana,1
intramamária, procedimento,1
intramamária, quarto,1
intramamária, seco,1
intramamária, teto,3
intramamária, vaca,1
intramamária, vacar,1
intramamária, via,1
barato, animais,1
barato, aproveitamento,1
barato, bom,1
barato, cocho,1
barato, cortar,1
barato, estábulo,1
barato, fácil,2
barato, grande,1
barato, modo,1
barato, monta,2
barato, natural,1
barato, orgânico,1
barato, rebanhar,1
barato, rebanho,1
barato, reprodutor,1
coração, bovino,1
coração, diafragma,1
coração, língua,1
coração, músculo,1
agalactiae, animal,1
agalactiae, aspersão,1
agalactiae, aureus,3
agalactiae, banho,1
agalactiae, bom,1
agalactiae, bula,1
agalactiae, carrapaticida,1
agalactiae, carrapaticidar,1
agalactiae, comercial,1
agalactiae, concentração,1
agalactiae, contagioso,3
agalactiae, dorso,1
agalactiae, elevar,1
agalactiae, glândula,1
agalactiae, homeopático,2
agalactiae, injetável,1
agalactiae, laboratório,1
agalactiae, lactação,1
agalactiae, mamário,1
agalactiae, medicamento,3
agalactiae, ordenha,1
agalactiae, organismo,1
agalactiae, patógeno,2
agalactiae, principal,2
agalactiae, sintoma,1
agalactiae, solubilil,1
agalactiae, spray,1
agalactiae, subclínica,1
agalactiae, substância,1
agalactiae, taxa,1
agalactiae, teto,1
agalactiae, tratamento,1
agalactiae, ver,1
animais, aborto,1
animais, abrigo,2
animais, absorvível,1
animais, acasalamento,6
animais, acasalar,3
animais, acesso,2
animais, acidente,1
animais, acupuntura,1
animais, adubar,2
animais, adubo,2
animais, adulto,11
animais, aferição,1
animais, afetar,10
animais, agente,7
animais, agudo,2
animais, alimento,9
animais, alta,9
animais, alto,11
animais, alvenaria,1
animais, aminar,1
animais, amônio,1
animais, anestro,3
animais, animal,417
animais, antialérgico,1
animais, anticorpo,1
animais, antisséptico,1
animais, antitóxico,1
animais, análise,1
animais, apetite,1
animais, apodrecimento,1
animais, aproveitamento,1
animais, aptidãar,1
animais, aquilinum,1
animais, ar,5
animais, arbusto,2
animais, arbóreo,1
animais, arejamento,1
animais, artificial,2
animais, aspersão,1
animais, associação,3
animais, aureu,1
animais, auxiliar,3
animais, ave,1
animais, aveia,1
animais, avó,1
animais, azebuados,1
animais, babesiose,1
animais, babosa,1
animais, bacteriano,2
animais, bactéria,4
animais, baia,2
animais, baixo,8
animais, balancear,1
animais, balanço,2
animais, balde,1
animais, banhar,1
animais, banho,2
animais, base,3
animais, bebedouro,4
animais, beladona,1
animais, berne,1
animais, bezerra,1
animais, bezerreiro,2
animais, bezerro,11
animais, bicheira,2
animais, bicálcico,2
animais, biológico,1
animais, biomedicina,1
animais, biossólido,1
animais, bom,43
animais, bovino,11
animais, brachiaria,8
animais, braquiária,3
animais, briga,1
animais, brinco,1
animais, brizanthar,2
animais, bula,1
animais, calcinado,1
animais, calor,5
animais, calórico,1
animais, cama,1
animais, camomila,1
animais, cancerígeno,1
animais, capilar,1
animais, capim,6
animais, capitata,1
animais, caprino,1
animais, carbono,1
animais, carbúnculo,1
animais, carga,3
animais, carrapaticida,1
animais, carrapaticidar,1
animais, casa,1
animais, casca,1
animais, casco,1
animais, cauda,1
animais, cavalo,1
animais, cerca,4
animais, certo,1
animais, cesariana,1
animais, chorume,1
animais, circulação,1
animais, cirurgia,1
animais, cisticercose,1
animais, citoplasma,1
animais, clonagem,3
animais, cloreto,1
animais, clínico,2
animais, cobertura,3
animais, cobre,1
animais, cobrir,1
animais, coccidiose,1
animais, cocho,4
animais, colmo,1
animais, coma,1
animais, combate,1
animais, combustível,1
animais, comer,2
animais, comercial,4
animais, componente,6
animais, concentrado,4
animais, concentrar,1
animais, concentração,5
animais, confinar,2
animais, consumidor,1
animais, consumir,4
animais, contagioso,1
animais, contaminar,2
animais, contaminação,1
animais, cordoalha,1
animais, corpo,1
animais, corporal,14
animais, corrimento,1
animais, cortar,1
animais, corticosteroide,1
animais, cortisol,1
animais, couro,1
animais, coçar,2
animais, cristalino,1
animais, cru,1
animais, cruza,3
animais, cruzamento,18
animais, cruzar,2
animais, cuidado,6
animais, cultura,2
animais, cápsula,1
animais, célula,2
animais, dactylon,1
animais, decumbem,3
animais, decumbens,1
animais, demandar,2
animais, densidade,2
animais, desbastar,1
animais, descartar,3
animais, descendente,3
animais, descer,1
animais, desconforto,2
animais, descorna,1
animais, desfolha,3
animais, desidratação,1
animais, desinfecçãar,1
animais, desinfetar,2
animais, deslocamento,2
animais, desmamar,1
animais, desrama,1
animais, desânimo,1
animais, diarrear,1
animais, diarreia,2
animais, dieta,6
animais, digestivo,2
animais, dilatação,1
animais, doador,5
animais, doente,6
animais, doença,21
animais, doméstico,4
animais, dor,2
animais, dorso,1
animais, dosagem,1
animais, dose,1
animais, droga,1
animais, eclosão,1
animais, ectoparasita,1
animais, edema,1
animais, efeito,5
animais, eficiente,4
animais, efluente,3
animais, eimeriose,1
animais, elevar,10
animais, elétrica,1
animais, embrião,5
animais, empacotamento,1
animais, endereço,1
animais, energético,2
animais, enfermidade,1
animais, entrada,4
animais, entrar,4
animais, equino,1
animais, erosão,1
animais, erva,1
animais, escassez,1
animais, escorregar,1
animais, esperar,2
animais, espessura,1
animais, espécie,20
animais, estação,1
animais, esterco,1
animais, estereotipia,1
animais, estilosante,1
animais, estirpe,1
animais, estressar,2
animais, estresse,9
animais, exame,3
animais, examinar,2
animais, excesso,3
animais, exigência,9
animais, face,1
animais, farinha,1
animais, fasciolose,1
animais, fase,4
animais, fator,12
animais, febre,3
animais, fenotípico,1
animais, fenótipo,1
animais, ferimento,1
animais, fermentar,1
animais, ferramenta,1
animais, fertilização,1
animais, fibra,1
animais, filho,8
animais, financeiro,1
animais, fisiologia,1
animais, fisiológico,1
animais, fitoterapia,1
animais, fluxo,1
animais, flúor,1
animais, forragear,1
animais, forrageira,15
animais, forrageiro,3
animais, forragem,14
animais, fosfato,3
animais, frio,1
animais, funcionar,2
animais, fácil,3
animais, fêmea,6
animais, fêmeo,4
animais, fígado,1
animais, físico,6
animais, fósforo,6
animais, fóssil,1
animais, galho,1
animais, garantir,3
animais, gargalo,1
animais, gayanu,1
animais, gene,3
animais, genoma,1
animais, genético,32
animais, gesso,1
animais, gestante,2
animais, gestação,2
animais, gir,4
animais, glândula,3
animais, gordar,1
animais, gordo,1
animais, gramínea,5
animais, grande,48
animais, guzerá,3
animais, gênerar,1
animais, gênero,3
animais, hectare,3
animais, helminto,1
animais, herbáceo,1
animais, herbívoro,1
animais, herdar,1
animais, heterose,8
animais, holandês,8
animais, homeopatia,1
animais, homeopático,1
animais, homeotermia,1
animais, hominivorax,1
animais, hormonal,2
animais, hormônio,3
animais, humano,4
animais, hábito,2
animais, hídrico,1
animais, identificar,8
animais, imunidade,1
animais, imunológico,1
animais, infeccioso,1
animais, infectar,1
animais, infecção,7
animais, infertilidade,1
animais, infestar,1
animais, infestação,2
animais, inflamação,1
animais, injetável,1
animais, inoculação,1
animais, inseto,2
animais, instalação,11
animais, interação,1
animais, interferir,2
animais, intoxicação,1
animais, inverno,2
animais, iodato,1
animais, irmão,2
animais, isolamento,1
animais, junta,1
animais, laboratório,1
animais, lactação,17
animais, lactente,2
animais, larva,4
animais, lateral,1
animais, leguminoso,5
animais, leiteiro,16
animais, lembrar,2
animais, lenhoso,1
animais, limpar,1
animais, limpo,3
animais, lixo,1
animais, locomotor,1
animais, lona,2
animais, lote,7
animais, luminosidade,1
animais, luz,1
animais, lã,1
animais, língua,1
animais, macho,1
animais, macio,1
animais, macrocephala,1
animais, madeira,3
animais, magnésio,1
animais, magro,2
animais, mamário,4
animais, maneira,6
animais, material,4
animais, mau,3
animais, maximização,1
animais, medicamento,4
animais, medida,12
animais, medir,1
animais, medo,2
animais, meio,6
animais, mestiço,5
animais, metabólico,3
animais, microbiológico,1
animais, minerais,1
animais, mineral,13
animais, minutiflora,1
animais, mitocondrial,1
animais, miíase,1
animais, modo,5
animais, monta,2
animais, montar,1
animais, morfológico,1
animais, morno,1
animais, morte,6
animais, mosca,3
animais, motivo,2
animais, muco,1
animais, mucoso,1
animais, multiestrato,1
animais, multiovulação,1
animais, máquina,4
animais, máximo,1
animais, mãe,2
animais, mão,4
animais, médico,2
animais, médio,8
animais, método,3
animais, natural,4
animais, nitrogênio,3
animais, nlemfuensis,1
animais, norsesquiterpeno,1
animais, novilha,2
animais, novilho,7
animais, nutricional,5
animais, nutricionista,1
animais, nutriente,6
animais, nutrientes,2
animais, nutritivo,1
animais, nódulo,1
animais, núcleo,4
animais, obesidade,1
animais, obeso,1
animais, objetivo,4
animais, obra,4
animais, obtençãar,1
animais, obtenção,3
animais, odor,1
animais, oferecer,7
animais, ordenha,11
animais, ordenhador,2
animais, orelha,1
animais, organismo,7
animais, orgânico,5
animais, orientar,1
animais, ossaturo,2
animais, osso,1
animais, ovino,2
animais, ovo,2
animais, ovulação,1
animais, ovário,1
animais, oxitocina,1
animais, oócito,2
animais, palatabilidade,2
animais, palhoso,1
animais, panicum,2
animais, parasita,4
animais, parasitismo,1
animais, parasitose,1
animais, parasitário,1
animais, parte,6
animais, parto,7
animais, pastagem,32
animais, pastejo,17
animais, pasto,17
animais, patologia,1
animais, pelagem,1
animais, pelar,2
animais, pequeno,19
animais, perda,2
animais, perder,3
animais, perfil,1
animais, pesagem,1
animais, pesar,2
animais, petróleo,1
animais, picar,1
animais, piquete,4
animais, planta,9
animais, plantar,2
animais, plantio,2
animais, poluição,1
animais, pomada,1
animais, portador,1
animais, potássio,1
animais, precoce,1
animais, preparar,2
animais, prescrever,2
animais, presença,2
animais, pressão,1
animais, principal,10
animais, procedimento,4
animais, procurar,1
animais, progênie,2
animais, proliferação,1
animais, proporção,1
animais, prostaglandina,1
animais, proteína,7
animais, protozoário,1
animais, ptaquiloser,1
animais, puro,18
animais, purpureum,1
animais, pálida,1
animais, quarto,4
animais, quente,2
animais, químico,2
animais, radiação,1
animais, raiz,1
animais, rasteira,1
animais, rasteiro,2
animais, raça,38
animais, raço,1
animais, ração,3
animais, reação,1
animais, rebanhar,12
animais, rebanho,20
animais, reciclagem,2
animais, recolher,1
animais, recurso,5
animais, regime,2
animais, repouso,1
animais, reprodutivo,10
animais, resistente,5
animais, respiratório,1
animais, respiração,1
animais, ressecamento,1
animais, resíduo,7
animais, reter,1
animais, revacinar,2
animais, ripado,1
animais, risco,2
animais, rodízio,1
animais, rotativo,4
animais, sadio,1
animais, samambaia,7
animais, sanitário,2
animais, seca,3
animais, secar,1
animais, seco,10
animais, secretor,1
animais, secreção,3
animais, sede,1
animais, segregação,1
animais, segura,1
animais, seleno,1
animais, semente,2
animais, semiáspero,1
animais, septicemia,1
animais, silagem,2
animais, silo,3
animais, sintoma,3
animais, sintomático,1
animais, sistema,21
animais, sofrimento,1
animais, sol,3
animais, solo,10
animais, sombrear,3
animais, sombrite,3
animais, spray,1
animais, subclínica,3
animais, subcutâneo,1
animais, subproduto,1
animais, substância,3
animais, sucedâneo,1
animais, suficiente,4
animais, superpastejo,2
animais, suplementar,1
animais, suplemento,1
animais, série,2
animais, tanchagem,2
animais, taxa,4
animais, tecer,1
animais, tecido,3
animais, telha,1
animais, temperatura,14
animais, teor,2
animais, terapia,1
animais, testar,1
animais, teto,2
animais, tijolo,1
animais, tomar,1
animais, transgênico,1
animais, transmissão,1
animais, tratamento,10
animais, traumático,1
animais, treinamento,2
animais, tricros,2
animais, tristeza,1
animais, tropical,1
animais, tubulação,1
animais, técnico,1
animais, térmico,6
animais, tóxico,8
animais, unidade,4
animais, utensílio,1
animais, vaca,39
animais, vacar,1
animais, vacina,1
animais, vacinador,1
animais, vacinação,1
animais, variação,2
animais, vegetal,3
animais, ventilar,1
animais, ventilação,2
animais, vento,1
animais, ver,2
animais, verme,1
animais, vermifugar,1
animais, vermifugação,1
animais, verminose,1
animais, verão,1
animais, vetor,1
animais, vitamina,3
animais, volumoso,3
animais, vício,1
animais, zebu,3
animais, zebuína,8
animais, água,15
animais, árvore,4
animais, órgão,1
animais, óxido,1
animais, úmido,2
animais, útero,1
animais, útil,2
inimigo, alto,1
inimigo, aranha,1
inimigo, ave,1
inimigo, biológico,1
inimigo, bosque,1
inimigo, braquiaro,1
inimigo, capim,1
inimigo, capoeira,1
inimigo, cigarra,1
inimigo, cigarrinhar,1
inimigo, efeito,1
inimigo, entomopatogênico,1
inimigo, fungo,1
inimigo, grande,1
inimigo, inseto,1
inimigo, invasor,1
inimigo, medida,1
inimigo, meio,1
inimigo, natural,4
inimigo, pastagem,2
inimigo, pasto,1
inimigo, planta,1
inimigo, praga,3
inimigo, presença,1
inimigo, pássaro,1
inimigo, queimada,1
inimigo, resistente,1
inimigo, solo,1
inimigo, tóxico,1
metionina, alto,1
metionina, aminoácido,3
metionina, bezerro,1
metionina, bom,1
metionina, cisteína,2
metionina, enxofre,3
metionina, gesso,1
metionina, lisina,1
metionina, nutriente,1
metionina, proteína,1
metionina, sulfurados,1
trincheira, compactação,1
trincheira, grande,1
trincheira, pequeno,1
trincheira, perda,1
trincheira, silo,1
oral, administração,1
oral, bezerro,1
oral, subcutâneo,1
oral, via,3
intramamário, antibiótico,1
intramamário, clínico,1
intramamário, cuidado,1
intramamário, medicamento,2
intramamário, tratamento,1
estimulante, aditivo,1
estimulante, apetite,1
estimulante, bacteriano,1
estimulante, balde,1
estimulante, bezerro,5
estimulante, bom,1
estimulante, circulação,1
estimulante, cobertura,1
estimulante, concentrado,1
estimulante, contaminação,1
estimulante, cérebro,1
estimulante, descer,1
estimulante, desinfecção,1
estimulante, desmamar,1
estimulante, espécie,1
estimulante, estimular,9
estimulante, hipófise,1
estimulante, holandês,1
estimulante, hormônio,1
estimulante, lamber,1
estimulante, leguminoso,1
estimulante, lento,2
estimulante, mamar,1
estimulante, maneira,1
estimulante, mestiço,1
estimulante, metabolismo,1
estimulante, mãe,1
estimulante, natural,1
estimulante, naturalizar,1
estimulante, nitrogênio,1
estimulante, objetivo,1
estimulante, ordenha,2
estimulante, ovário,1
estimulante, pastagem,1
estimulante, pastejo,1
estimulante, pequeno,1
estimulante, perfilhamento,1
estimulante, precoce,2
estimulante, presença,1
estimulante, raça,1
estimulante, respiração,1
estimulante, secar,1
estimulante, sistema,1
estimulante, solo,1
estimulante, teto,2
estimulante, tomar,1
estimulante, vaca,4
estimulante, zebu,1
estimulante, zebuína,1
estimulante, órgão,1
nutriente, afetar,1
nutriente, agente,1
nutriente, alimento,2
nutriente, alta,2
nutriente, alto,3
nutriente, aminoácido,1
nutriente, animais,1
nutriente, animal,5
nutriente, análise,1
nutriente, aproveitar,1
nutriente, ar,1
nutriente, arquitetura,1
nutriente, baixo,2
nutriente, balancear,2
nutriente, base,1
nutriente, bezerro,1
nutriente, bom,5
nutriente, capineiro,2
nutriente, casco,1
nutriente, chuva,1
nutriente, cisteína,1
nutriente, cloro,1
nutriente, cobalto,1
nutriente, cobre,1
nutriente, concentrar,4
nutriente, concentração,2
nutriente, corporal,1
nutriente, cultura,1
nutriente, demanda,1
nutriente, dieta,2
nutriente, digestível,2
nutriente, doença,1
nutriente, drenar,1
nutriente, durabilidade,1
nutriente, efeito,1
nutriente, enxofrar,1
nutriente, enxofre,2
nutriente, excesso,1
nutriente, exigência,1
nutriente, forrageira,1
nutriente, forragem,2
nutriente, fósforo,3
nutriente, garantir,1
nutriente, genético,2
nutriente, gesso,1
nutriente, gestante,1
nutriente, glândula,1
nutriente, gramíneo,1
nutriente, grande,4
nutriente, gênero,1
nutriente, imunológico,1
nutriente, irrigação,1
nutriente, lactação,3
nutriente, leiteiro,1
nutriente, lembrar,1
nutriente, lodo,1
nutriente, líquido,1
nutriente, magnésio,2
nutriente, magra,1
nutriente, mal,1
nutriente, mamário,1
nutriente, maneira,1
nutriente, manganês,1
nutriente, material,1
nutriente, meio,1
nutriente, metionina,1
nutriente, mineral,7
nutriente, modo,1
nutriente, máximo,1
nutriente, nitrogênio,2
nutriente, nutrir,2
nutriente, orgânico,3
nutriente, oxigênio,1
nutriente, palatável,1
nutriente, panicum,1
nutriente, parto,1
nutriente, pastagem,3
nutriente, pasto,1
nutriente, pelar,2
nutriente, pequeno,2
nutriente, perda,1
nutriente, perder,1
nutriente, planta,4
nutriente, potássio,2
nutriente, potável,1
nutriente, proteína,2
nutriente, ração,2
nutriente, recomendação,1
nutriente, reprodutivo,1
nutriente, resíduo,1
nutriente, rótulo,1
nutriente, seco,1
nutriente, segurar,1
nutriente, silagem,1
nutriente, sistema,1
nutriente, solo,10
nutriente, suficiente,1
nutriente, sulfurados,1
nutriente, terreno,1
nutriente, textura,1
nutriente, tratamento,1
nutriente, vaca,9
nutriente, ver,1
nutriente, volumoso,3
nutriente, ácidos,1
nutriente, água,2
nutriente, árvore,1
peletizado, abate,1
peletizado, abrigo,1
peletizado, adocicar,1
peletizado, alto,1
peletizado, animais,1
peletizado, animal,2
peletizado, aproveitamento,1
peletizado, açúcar,1
peletizado, base,1
peletizado, bezerreiro,1
peletizado, bezerro,3
peletizado, bom,5
peletizado, bovino,1
peletizado, brinco,1
peletizado, bula,1
peletizado, capineiro,1
peletizado, carbonato,1
peletizado, chuva,1
peletizado, concentrado,2
peletizado, concentrar,4
peletizado, concentração,2
peletizado, contaminar,1
peletizado, cruzar,1
peletizado, detergente,1
peletizado, digerir,1
peletizado, droga,1
peletizado, engenharia,1
peletizado, esperar,1
peletizado, fareladar,1
peletizado, fibra,2
peletizado, forrageira,1
peletizado, forragem,1
peletizado, fêmea,1
peletizado, genoma,1
peletizado, genético,4
peletizado, grande,3
peletizado, heterose,1
peletizado, incidência,1
peletizado, infectante,1
peletizado, infusão,1
peletizado, ingrediente,1
peletizado, interferir,1
peletizado, intoxicação,1
