,Term1,Term2
3564,erliquiose,desrama
3565,erliquiose,broto
3566,erliquiose,decumbens
3567,erliquiose,diferir
3568,arquitetura,colheita
3569,arquitetura,dossel
3570,arquitetura,perfilhamento
3571,arquitetura,grão
3572,carboidrato,dactylon
3573,carboidrato,nlemfuensis
3574,carboidrato,rasteiro
3575,carboidrato,hábito
3576,galho,rasteiro
3577,galho,hábito
3578,galho,nlemfuensis
3579,galho,arbusto
3580,órgão,comer
3581,órgão,apetite
3582,órgão,vitro
3583,órgão,integração
3584,galpão,populaçãar
3585,galpão,diferem
3586,galpão,arbusto
3587,galpão,perene
3588,formigo,fertilização
3589,formigo,tanchagem
3590,formigo,fitoterapia
3591,formigo,dactylon
3592,capitata,purpureum
3593,capitata,perene
3594,capitata,palatável
3595,capitata,biológico
3596,sol,carrapaticida
3597,sol,rodízio
3598,sol,úmido
3599,sol,madeira
3600,estressar,aminoácido
3601,estressar,sintetizar
3602,estressar,contagioso
3603,estressar,corda
3604,lixiviados,apetite
3605,lixiviados,infraestrutura
3606,lixiviados,herdar
3607,lixiviados,aditivo
3608,solidificação,teta
3609,solidificação,suor
3610,solidificação,mamadeira
3611,solidificação,espessura
3612,acrobustite,vermelhinho
3613,acrobustite,sulco
3614,acrobustite,nariz
3615,acrobustite,canavial
3616,peletizado,engorda
3617,peletizado,cobalto
3618,peletizado,manganês
3619,peletizado,andrológico
3620,aeração,fígado
3621,aeração,estreptococo
3622,aeração,descongelar
3623,aeração,cobalto
3624,androgenizadar,trocar
3625,androgenizadar,campilobacteriose
3626,androgenizadar,bicarbonato
3627,androgenizadar,abomaso
3628,espuma,cespitoso
3629,espuma,série
3630,espuma,sphacelatar
3631,espuma,ataque
3632,sujeira,herdar
3633,sujeira,potássio
3634,sujeira,fitoterápico
3635,sujeira,liber
3636,criopreservação,tristeza
3637,criopreservação,nutricionista
3638,criopreservação,adesivo
3639,criopreservação,fazendeiro
3640,transmissãar,geada
3641,transmissãar,palhoso
3642,transmissãar,patologia
3643,transmissãar,encharcamento
3644,rancificação,cloro
3645,rancificação,cobalto
3646,rancificação,madeira
3647,rancificação,financeiro
3648,briga,limpar
3649,briga,traumatismo
3650,briga,carrapaticidar
3651,briga,liber
3652,variação,pastejo
3653,variação,pastagem
3654,variação,espécie
3655,variação,planta
3656,banho,manganês
3657,banho,financeiro
3658,banho,cobalto
3659,banho,vitro
3660,vacinador,magnésio
3661,vacinador,montar
3662,vacinador,elétrica
3663,vacinador,dactylon
3664,arejamento,desrama
3665,arejamento,via
3666,arejamento,endoparasita
3667,arejamento,ataque
3668,ovariana,sintetizar
3669,ovariana,ginecológico
3670,ovariana,pata
3671,ovariana,aminoácido
3672,asfalto,pancadar
3673,asfalto,descer
3674,asfalto,quaternária
3675,asfalto,diagnosticar
3676,concentração,água
3677,concentração,pelar
3678,concentração,técnico
3679,concentração,orgânico
3680,natalidade,cobalto
3681,natalidade,manganês
3682,natalidade,vitro
3683,natalidade,potássio
3684,cruza,somatotropina
3685,cruza,microbiana
3686,cruza,deslocamento
3687,cruza,sintetizar
3688,segura,sintético
3689,segura,oxigênio
3690,segura,pelagem
3691,segura,ectoparasita
3692,mineralizado,manganês
3693,mineralizado,terço
3694,mineralizado,apetite
3695,mineralizado,óxido
3696,vácuo,banho
3697,vácuo,cobalto
3698,vácuo,semiásper
3699,vácuo,tostar
3700,dolomítico,financeiro
3701,dolomítico,morfológico
3702,dolomítico,hereditário
3703,dolomítico,estolonífera
3704,pastejo,espécie
3705,pastejo,pastagem
3706,pastejo,forrageira
3707,pastejo,planta
3708,brizanthar,decumbem
3709,brizanthar,ruziziensil
3710,brizanthar,magnésio
3711,brizanthar,fertilização
3712,telha,brizanthar
3713,telha,decumbem
3714,telha,fresco
3715,telha,cirurgia
3716,montar,elétrica
3717,montar,cor
3718,montar,dactylon
3719,montar,fertilização
3720,zootécnico,manganês
3721,zootécnico,potássio
3722,zootécnico,cobalto
3723,zootécnico,procurar
3724,trilha,laboratório
3725,trilha,brusco
3726,trilha,obesa
3727,trilha,casa
3728,examinar,potássio
3729,examinar,coliforme
3730,examinar,recolher
3731,examinar,acidente
3732,microelemento,agalactiae
3733,microelemento,fresco
3734,microelemento,subtropical
3735,microelemento,fígado
3736,carvão,fertilização
3737,carvão,cor
3738,carvão,procurar
3739,carvão,enxofre
3740,excremento,sphacelatar
3741,excremento,rasteiro
3742,excremento,biológico
3743,excremento,broto
3744,elétrico,pasteurizado
3745,elétrico,termômetro
3746,elétrico,rufião
3747,elétrico,alimento
3748,sobreordenha,amarelar
3749,sobreordenha,vitro
3750,sobreordenha,obtençãar
3751,sobreordenha,óvulo
3752,primípara,cobre
3753,primípara,óxido
3754,primípara,sintetizar
3755,primípara,verme
3756,anemia,sopa
3757,anemia,veneno
3758,anemia,hábito
3759,anemia,macega
3760,mole,concentração
3761,mole,água
3762,mole,suficiente
3763,mole,seca
3764,gear,forragear
3765,gear,grão
3766,gear,cespitoso
3767,gear,mucunoide
3768,tricomonose,potássio
3769,tricomonose,cobalto
3770,tricomonose,verme
3771,tricomonose,cloro
3772,aquoso,coler
3773,aquoso,verme
3774,aquoso,homeopático
3775,aquoso,cobre
3776,componentes,demora
3777,componentes,coágulo
3778,componentes,zootécnico
3779,componentes,manganês
3780,brizantha,biológico
3781,brizantha,série
3782,brizantha,grão
3783,brizantha,cespitoso
3784,bezerreiro,madeira
3785,bezerreiro,herdar
3786,bezerreiro,financeiro
3787,bezerreiro,magnésio
3788,transmissão,fertilização
3789,transmissão,magnésio
3790,transmissão,queda
3791,transmissão,dactylon
3792,parenteral,banho
3793,parenteral,vitro
3794,parenteral,financeiro
3795,parenteral,mensal
3796,fita,manganês
3797,fita,oxigênio
3798,fita,cobalto
3799,fita,procurar
3800,picar,aveia
3801,picar,cortar
3802,picar,brachiaria
3803,picar,aminoácido
3804,floração,sphacelatar
3805,floração,ataque
3806,floração,via
3807,floração,ressemeadura
3808,lento,dactylon
3809,lento,fertilização
3810,lento,magnésio
3811,lento,cor
3812,termofosfato,espuma
3813,termofosfato,solubilização
3814,termofosfato,florir
3815,termofosfato,antialérgico
3816,bebedouro,núcleo
3817,bebedouro,resistente
3818,bebedouro,máximo
3819,bebedouro,imunológico
3820,fertilização,magnésio
3821,fertilização,dactylon
3822,fertilização,potássio
3823,fertilização,lento
3824,zebuíno,secar
3825,zebuíno,hectare
3826,zebuíno,vaca
3827,zebuíno,anestro
3828,minerais,pelagem
3829,minerais,suor
3830,minerais,potássio
3831,minerais,adocicar
3832,intramamária,cruza
3833,intramamária,folicular
3834,intramamária,deslocamento
3835,intramamária,digestível
3836,aeradar,gossipol
3837,aeradar,cauda
3838,aeradar,endereço
3839,aeradar,locomotor
3840,sombrear,vedação
3841,sombrear,abomaso
3842,sombrear,cobre
3843,sombrear,apetite
3844,sabor,odor
3845,sabor,feijão
3846,sabor,broto
3847,sabor,gasoso
3848,fresco,cobalto
3849,fresco,manganês
3850,fresco,oxigênio
3851,fresco,potássio
3852,natural,artificial
3853,natural,tratamento
3854,natural,resíduo
3855,natural,orgânico
3856,monta,imunológico
3857,monta,indesejável
3858,monta,viral
3859,monta,excreção
3860,inflorescência,cespitoso
3861,inflorescência,biológico
3862,inflorescência,rasteiro
3863,inflorescência,broto
3864,adulteração,calopogônio
3865,adulteração,veranico
3866,adulteração,biológico
3867,adulteração,cestoide
3868,congelado,natura
3869,congelado,transmissão
3870,congelado,suplemento
3871,congelado,lançar
3872,droga,freezer
3873,droga,verme
3874,droga,fenótipo
3875,droga,coler
3876,tremor,verme
3877,tremor,cloro
3878,tremor,canaleta
3879,tremor,cobre
3880,análise,plantio
3881,análise,nitrogênio
3882,análise,inverno
3883,análise,plantar
3884,safra,herbicida
3885,safra,perene
3886,safra,sphacelatar
3887,safra,queimada
3888,matar,cordão
3889,matar,iodato
3890,matar,fasciolose
3891,matar,ectoparasita
3892,caldeira,maculoso
3893,caldeira,capineira
3894,caldeira,geada
3895,caldeira,metabólico
3896,fígado,verme
3897,fígado,muco
3898,fígado,homeopático
3899,fígado,potássio
3900,clonagem,elevar
3901,clonagem,maneira
3902,clonagem,fator
3903,clonagem,adulto
3904,veneno,medo
3905,veneno,nutrientes
3906,veneno,lento
3907,veneno,fertilização
3908,sobrevivência,aminoácido
3909,sobrevivência,somatotropina
3910,sobrevivência,deslocamento
3911,sobrevivência,cruza
3912,chifr,fitoterapia
3913,chifr,raio
3914,chifr,escorregar
3915,chifr,pesar
3916,carbono,tanchagem
3917,carbono,ferir
3918,carbono,diferem
3919,carbono,cor
3920,rizoma,populaçãar
3921,rizoma,queimada
3922,rizoma,enxofre
3923,rizoma,rasteiro
3924,micoplasmose,parasitando
3925,micoplasmose,everminação
3926,micoplasmose,agulha
3927,micoplasmose,acasalar
3928,aeróbio,medo
3929,aeróbio,dor
3930,aeróbio,magnésio
3931,aeróbio,proliferação
3932,balde,substância
3933,balde,bula
3934,balde,tomada
3935,balde,ginecológico
3936,avear,aveia
3937,avear,picar
3938,avear,alumínio
3939,avear,gradagem
3940,orvalho,biológico
3941,orvalho,cespitoso
3942,orvalho,broto
3943,orvalho,série
3944,vermelhinho,florescer
3945,vermelhinho,nlemfuensis
3946,vermelhinho,biológico
3947,vermelhinho,durabilidade
3948,raio,reação
3949,raio,nutrientes
3950,raio,magnésio
3951,raio,medo
3952,animal,adulto
3953,animal,afetar
3954,animal,parte
3955,animal,instalação
3956,lisina,cloro
3957,lisina,muco
3958,lisina,coler
3959,lisina,demanda
3960,cauda,lento
3961,cauda,lei
3962,cauda,liber
3963,cauda,sintético
3964,macho,microbiana
3965,macho,sintetizar
3966,macho,contagioso
3967,macho,deslocamento
3968,perfurar,sintético
3969,perfurar,liber
3970,perfurar,cesariana
3971,perfurar,financeiro
3972,arraçoamento,canaleta
3973,arraçoamento,vaginal
3974,arraçoamento,comer
3975,arraçoamento,distúrbio
3976,bigemina,fitoterápico
3977,bigemina,palpação
3978,bigemina,estolonífera
3979,bigemina,coler
3980,enxertar,cloro
3981,enxertar,proporção
3982,enxertar,manganês
3983,enxertar,medo
3984,cisticercose,urinário
3985,cisticercose,semiconfinamento
3986,cisticercose,herbáceo
3987,cisticercose,isolante
3988,cobertura,nutricional
3989,cobertura,bom
3990,cobertura,perfil
3991,cobertura,baixo
3992,mau,anestro
3993,mau,secar
3994,mau,excesso
3995,mau,cruzar
3996,solto,proporção
3997,solto,cloro
3998,solto,manganês
3999,solto,aquoso
4000,albumina,homeopático
4001,albumina,suor
4002,albumina,verme
4003,albumina,textura
4004,inimigo,estiagem
4005,inimigo,perfilhamento
4006,inimigo,queima
4007,inimigo,cespitoso
4008,oral,montar
4009,oral,estolonífera
4010,oral,madeira
4011,oral,fitoterapia
4012,quarto,mamário
4013,quarto,antibiótico
4014,quarto,glândular
4015,quarto,ração
4016,agrotóxico,estolonífera
4017,agrotóxico,lei
4018,agrotóxico,magnésio
4019,agrotóxico,procurar
4020,grande,filho
4021,grande,fator
4022,grande,garantir
4023,grande,animais
4024,fermentação,dactylon
4025,fermentação,nutrientes
4026,fermentação,fertilização
4027,fermentação,queda
4028,estéril,verme
4029,estéril,muco
4030,estéril,cloro
4031,estéril,vedação
4032,bexiga,montar
4033,bexiga,carrapaticidar
4034,bexiga,demandar
4035,bexiga,ferir
4036,câncer,babesiose
4037,câncer,ferir
4038,câncer,limpar
4039,câncer,tanchagem
4040,canhão,asfalto
4041,canhão,cerco
4042,canhão,anticorpo
4043,canhão,buçal
4044,pasto,animais
4045,pasto,grande
4046,pasto,garantir
4047,pasto,filho
4048,série,biológico
4049,série,sphacelatar
4050,série,rasteiro
4051,série,populaçãar
4052,fítico,sintetizar
4053,fítico,casco
4054,fítico,perna
4055,fítico,aminoácido
4056,limpo,dieta
4057,limpo,seco
4058,limpo,hectare
4059,limpo,mineral
4060,respiração,mensal
4061,respiração,cobalto
4062,respiração,coler
4063,respiração,óxido
4064,gás,brizanthar
4065,gás,dactylon
4066,gás,queimada
4067,gás,operar
4068,sobrepeso,secretor
4069,sobrepeso,desaleitamento
4070,sobrepeso,tanchagem
4071,sobrepeso,braquiara
4072,boi,progênie
4073,boi,núcleo
4074,boi,bacteriano
4075,boi,semear
4076,público,andrológico
4077,público,dosagem
4078,público,intramamário
4079,público,aferição
4080,natura,motivo
4081,natura,proliferação
4082,natura,genômica
4083,natura,nutricionista
4084,puro,cruzamento
4085,puro,animal
4086,puro,adulto
4087,puro,samambaia
4088,chá,pedilúvio
4089,chá,mamadeira
4090,chá,recolher
4091,chá,libido
4092,transição,pedilúvio
4093,transição,dor
4094,transição,tamponante
4095,transição,orientar
4096,engorda,cobalto
4097,engorda,potássio
4098,engorda,manganês
4099,engorda,óxido
4100,micoplasma,espermograma
4101,micoplasma,edema
4102,micoplasma,morfológico
4103,micoplasma,mamadeira
4104,fareladar,dimensionamento
4105,fareladar,congelar
4106,fareladar,verminose
4107,fareladar,parede
4108,zebuína,raça
4109,zebuína,holandês
4110,zebuína,gir
4111,zebuína,cruzamento
4112,rotor,medo
4113,rotor,acidente
4114,rotor,coliforme
4115,rotor,manganês
4116,desrama,estilosante
4117,desrama,purpureum
4118,desrama,rasteiro
4119,desrama,palatável
4120,escassez,escuro
4121,escassez,demandar
4122,escassez,aditivo
4123,escassez,sintético
4124,desbastar,hábito
4125,desbastar,arbusto
4126,desbastar,cor
4127,desbastar,rasteiro
4128,isopor,tampa
4129,isopor,tristezar
4130,isopor,vaginal
4131,isopor,adiabático
4132,infestar,enxofre
4133,infestar,rasteiro
4134,infestar,solúvel
4135,infestar,dactylon
4136,gargalo,fertilização
4137,gargalo,procurar
4138,gargalo,aditivo
4139,gargalo,manganês
4140,aptidão,cobre
4141,aptidão,demanda
4142,aptidão,queda
4143,aptidão,acidose
4144,everminação,espermatozoide
4145,everminação,solubilizados
4146,everminação,ruziziensil
4147,everminação,bovina
4148,rodo,estolão
4149,rodo,galho
4150,rodo,irritação
4151,rodo,nematoide
4152,fotossensibilização,perfilhamento
4153,fotossensibilização,grão
4154,fotossensibilização,estiagem
4155,fotossensibilização,mucunoide
4156,delgar,incrustação
4157,delgar,armazenagem
4158,delgar,humificação
4159,delgar,parir
4160,gordura,proteína
4161,gordura,teor
4162,gordura,concentrado
4163,gordura,alimento
4164,vacar,descartar
4165,vacar,interferir
4166,vacar,lote
4167,vacar,novilho
4168,ensilar,perfilhamento
4169,ensilar,cespitoso
4170,ensilar,mucunoide
4171,ensilar,estolão
4172,suor,verme
4173,suor,potássio
4174,suor,demanda
4175,suor,pelagem
4176,carinho,proliferação
4177,carinho,potássio
4178,carinho,reação
4179,carinho,magnésio
4180,fibroso,canaleta
4181,fibroso,albumina
4182,fibroso,espessura
4183,fibroso,financeiro
4184,coma,pasta
4185,coma,aminar
4186,coma,caixa
4187,coma,herdar
4188,incubar,mamadeira
4189,incubar,potássio
4190,incubar,muco
4191,incubar,oxigênio
4192,efluente,lactose
4193,efluente,abrigo
4194,efluente,manual
4195,efluente,procedimento
4196,sombrite,recomendação
4197,sombrite,aniônico
4198,sombrite,tampão
4199,sombrite,glóbulo
4200,furo,bronopol
4201,furo,acupuntura
4202,furo,verminose
4203,furo,nebulização
4204,semear,aveia
4205,semear,alumínio
4206,semear,brachiaria
4207,semear,picar
4208,adubo,cobre
4209,adubo,cobalto
4210,adubo,canaleta
4211,adubo,coler
4212,nlemfuensis,dactylon
4213,nlemfuensis,diferem
4214,nlemfuensis,rasteiro
4215,nlemfuensis,enxofre
4216,quebrar,procurar
4217,quebrar,fertilização
4218,quebrar,brizanthar
4219,quebrar,dactylon
4220,trocar,abomaso
4221,trocar,bicarbonato
4222,trocar,óxido
4223,trocar,verme
4224,porteira,rodízio
4225,porteira,enxofre
4226,porteira,ferir
4227,porteira,caixa
4228,nitrogênio,plantar
4229,nitrogênio,inverno
4230,nitrogênio,leguminoso
4231,nitrogênio,plantio
4232,fósforar,mamadeira
4233,fósforar,fenótipo
4234,fósforar,sintetizar
4235,fósforar,óxido
4236,infértel,perfilhamento
4237,infértel,estiagem
4238,infértel,fotossensibilização
4239,infértel,mutica
4240,irritação,dactylon
4241,irritação,mucoso
4242,irritação,nlemfuensis
4243,irritação,ressecamento
4244,vírus,dor
4245,vírus,prenhe
4246,vírus,manipulação
4247,vírus,oócito
4248,cetônico,sintetizar
4249,cetônico,bicarbonato
4250,cetônico,verme
4251,cetônico,lesão
4252,cromossomo,pelagem
4253,cromossomo,ovo
4254,cromossomo,potássio
4255,cromossomo,cobalto
4256,incidência,vedação
4257,incidência,coler
4258,incidência,cobre
4259,incidência,dosagem
4260,estria,perfilhamento
4261,estria,colheita
4262,estria,estiagem
4263,estria,queima
4264,biberão,contagioso
4265,biberão,demanda
4266,biberão,cristalino
4267,biberão,muco
4268,aparentar,manganês
4269,aparentar,cobalto
4270,aparentar,procurar
4271,aparentar,proporção
4272,zebu,holandês
4273,zebu,raça
4274,zebu,zebuína
4275,zebu,puro
4276,célula,somático
4277,célula,desmamar
4278,célula,bacteriano
4279,célula,laboratório
4280,queima,grão
4281,queima,cespitoso
4282,queima,perfilhamento
4283,queima,estolão
4284,leucocephalar,pescoço
4285,leucocephalar,ciclo
4286,leucocephalar,lesão
4287,leucocephalar,barato
4288,nódulo,hábito
4289,nódulo,toxina
4290,nódulo,fitoterapia
4291,nódulo,espermograma
4292,organizar,operar
4293,organizar,hábito
4294,organizar,sintético
4295,organizar,dactylon
4296,textura,mocho
4297,textura,canaleta
4298,textura,mensal
4299,textura,cobre
4300,cigarra,forragem
4301,cigarra,capim
4302,cigarra,nutritivo
4303,cigarra,pasto
4304,sexar,industrialização
4305,sexar,hipófise
4306,sexar,bastão
4307,sexar,laboratório
4308,ráqul,brasiliensil
4309,ráqul,fotossensibilização
4310,ráqul,vegetativo
4311,ráqul,caule
4312,pesagem,potássio
4313,pesagem,oxigênio
4314,pesagem,manganês
4315,pesagem,apetite
4316,herbívoro,fertilização
4317,herbívoro,montar
4318,herbívoro,magnésio
4319,herbívoro,dactylon
4320,orgânico,resíduo
4321,orgânico,microbiológico
4322,orgânico,leite
4323,orgânico,ordenha
4324,forrageira,solo
4325,forrageira,pastagem
4326,forrageira,planta
4327,forrageira,pastejo
4328,infecçãar,forragear
4329,infecçãar,série
4330,infecçãar,endoparasita
4331,infecçãar,hábito
4332,cloro,cobre
4333,cloro,cobalto
4334,cloro,potássio
4335,cloro,verme
4336,proteína,gordura
4337,proteína,teor
4338,proteína,alimento
4339,proteína,concentrado
4340,bom,baixo
4341,bom,garantir
4342,bom,grande
4343,bom,nutritivo
4344,brachiaria,contagioso
4345,brachiaria,aminoácido
4346,brachiaria,sintetizar
4347,brachiaria,erosão
4348,corrosão,reagente
4349,corrosão,hormonal
4350,corrosão,freezer
4351,corrosão,pasteurização
4352,congelar,zebuínas
4353,congelar,muco
4354,congelar,deslocamento
4355,congelar,inflamação
4356,aveia,picar
4357,aveia,avear
4358,aveia,brachiaria
4359,aveia,erosão
4360,beladona,dactylon
4361,beladona,nlemfuensis
4362,beladona,lento
4363,beladona,diferem
4364,potássio,magnésio
4365,potássio,cobalto
4366,potássio,cloro
4367,potássio,manganês
4368,névoa,repouso
4369,névoa,agilidade
4370,névoa,braquiara
4371,névoa,manteiguer
4372,resistente,núcleo
4373,resistente,bebedouro
4374,resistente,imunidade
4375,resistente,gossipol
4376,lactose,leite
4377,lactose,microbiológico
4378,lactose,orgânico
4379,lactose,ordenha
4380,bronopol,financeiro
4381,bronopol,apetite
4382,bronopol,vitro
4383,bronopol,espessura
4384,dactylon,nlemfuensis
4385,dactylon,fertilização
4386,dactylon,magnésio
4387,dactylon,lento
4388,marcação,corda
4389,marcação,cruza
4390,marcação,sintetizar
4391,marcação,ginecológico
4392,fitoterápico,potássio
4393,fitoterápico,magnésio
4394,fitoterápico,liber
4395,fitoterápico,coliforme
4396,frutoso,orelha
4397,frutoso,demanda
4398,frutoso,cloro
4399,frutoso,bomba
4400,obtenção,animais
4401,obtenção,pasto
4402,obtenção,modo
4403,obtenção,grande
4404,hídrico,motivo
4405,hídrico,caixa
4406,hídrico,elétrica
4407,hídrico,hábito
4408,monocultura,via
4409,monocultura,cor
4410,monocultura,vegetação
4411,monocultura,diferem
4412,subproduto,hábito
4413,subproduto,sphacelatar
4414,subproduto,dactylon
4415,subproduto,beladona
4416,identificar,reprodutivo
4417,identificar,médio
4418,identificar,rebanhar
4419,identificar,alta
4420,prever,hormônio
4421,prever,ordenhador
4422,prever,cabeça
4423,prever,balancear
4424,linhaça,liber
4425,linhaça,vitro
4426,linhaça,sintético
4427,linhaça,oxigênio
4428,zebuínos,terapêutico
4429,zebuínos,pesagem
4430,zebuínos,tomada
4431,zebuínos,apetite
4432,agudo,microbiana
4433,agudo,cobre
4434,agudo,freezer
4435,agudo,muco
4436,holandês,raça
4437,holandês,zebuína
4438,holandês,gir
4439,holandês,cruzamento
4440,útil,fertilização
4441,útil,cor
4442,útil,radiação
4443,útil,dor
4444,inflamatório,coler
4445,inflamatório,ovariano
4446,inflamatório,verme
4447,inflamatório,oxigênio
4448,taxa,reprodutivo
4449,taxa,novilho
4450,taxa,lote
4451,taxa,identificar
4452,fetal,dactylon
4453,fetal,fertilização
4454,fetal,vitro
4455,fetal,liber
4456,arrepiar,verme
4457,arrepiar,manipulação
4458,arrepiar,fisiológico
4459,arrepiar,andrológico
4460,ordenhador,balancear
4461,ordenhador,hormônio
4462,ordenhador,prever
4463,ordenhador,estiagem
4464,álcool,balde
4465,álcool,substância
4466,álcool,tenra
4467,álcool,ácido
4468,digerir,tomada
4469,digerir,cloro
4470,digerir,herdar
4471,digerir,amônio
4472,hidratação,lei
4473,hidratação,endereço
4474,hidratação,liber
4475,hidratação,cesariana
4476,viral,raço
4477,viral,deslocamento
4478,viral,dietético
4479,viral,freezer
4480,junto,pesagem
4481,junto,muco
4482,junto,corrimento
4483,junto,textura
4484,glândular,mamário
4485,glândular,leite
4486,glândular,orgânico
4487,glândular,antibiótico
4488,hospedeiro,cobalto
4489,hospedeiro,manganês
4490,hospedeiro,patógeno
4491,hospedeiro,bicarbonato
4492,proporção,manganês
4493,proporção,cobalto
4494,proporção,cloro
4495,proporção,potássio
4496,gayanu,desrama
4497,gayanu,herbicida
4498,gayanu,purpureum
4499,gayanu,rasteiro
4500,líquida,mensal
4501,líquida,muco
4502,líquida,demanda
4503,líquida,cobre
4504,fase,descartar
4505,fase,demorar
4506,fase,parto
4507,fase,corporal
4508,leguminoso,tropical
4509,leguminoso,gramínea
4510,leguminoso,plantar
4511,leguminoso,plantio
4512,gossipol,estressar
4513,gossipol,protease
4514,gossipol,cruza
4515,gossipol,aminoácido
4516,pilhar,estábulo
4517,pilhar,fibroso
4518,pilhar,cordão
4519,pilhar,lodo
4520,capineira,biológico
4521,capineira,inflorescência
4522,capineira,cespitoso
4523,capineira,herbicida
4524,pisadura,cobalto
4525,pisadura,distúrbio
4526,pisadura,oócito
4527,pisadura,demanda
4528,adulto,genético
4529,adulto,animal
4530,adulto,medida
4531,adulto,bovino
4532,emagrece,aminoácido
4533,emagrece,digestível
4534,emagrece,sintetizar
4535,emagrece,deslocamento
4536,demanda,cobre
4537,demanda,verme
4538,demanda,perna
4539,demanda,abomaso
4540,comercial,ácido
4541,comercial,carga
4542,comercial,parasitário
4543,comercial,enxofre
4544,prepucial,secretar
4545,prepucial,borrifada
4546,prepucial,fluxo
4547,prepucial,corticosteroide
4548,nicho,fresco
4549,nicho,espessura
4550,nicho,cloro
4551,nicho,financeiro
4552,resíduo,orgânico
4553,resíduo,leite
4554,resíduo,antibiótico
4555,resíduo,ordenha
4556,glicerinar,montar
4557,glicerinar,elétrica
4558,glicerinar,cor
4559,glicerinar,dactylon
4560,armazenamento,cobre
4561,armazenamento,ciclo
4562,armazenamento,somatotropina
4563,armazenamento,lesão
4564,diafragma,casca
4565,diafragma,tamponante
4566,diafragma,fetal
4567,diafragma,gênero
4568,vanádio,amargo
4569,vanádio,psicrotrófica
4570,vanádio,pneumonia
4571,vanádio,garupar
4572,ensiladeira,ráquis
4573,ensiladeira,carreta
4574,ensiladeira,caule
4575,ensiladeira,estria
4576,espermograma,medo
4577,espermograma,engorda
4578,espermograma,cobalto
4579,espermograma,vitro
4580,sexo,dactylon
4581,sexo,nlemfuensis
4582,sexo,carboidrato
4583,sexo,sede
4584,fígar,sintetizar
4585,fígar,freezer
4586,fígar,bicarbonato
4587,fígar,óxido
4588,intoxicação,populaçãar
4589,intoxicação,sphacelatar
4590,intoxicação,palatável
4591,intoxicação,agressivo
4592,ingurgitadar,fitoterapia
4593,ingurgitadar,liber
4594,ingurgitadar,fetal
4595,ingurgitadar,tamponante
4596,folículo,cristalino
4597,folículo,biberão
4598,folículo,contagioso
4599,folículo,sintetizar
4600,escorregar,cor
4601,escorregar,fitoterápico
4602,escorregar,fertilização
4603,escorregar,dor
4604,calagem,análise
4605,calagem,plantio
4606,calagem,plantar
4607,calagem,nitrogênio
4608,engenharia,neutralizar
4609,engenharia,lenhoso
4610,engenharia,frio
4611,engenharia,odor
4612,monórquidos,agudar
4613,monórquidos,frieira
4614,monórquidos,associação
4615,monórquidos,febril
4616,superpastejo,plantar
4617,superpastejo,invasor
4618,superpastejo,inverno
4619,superpastejo,nitrogênio
4620,bulir,perna
4621,bulir,óxido
4622,bulir,canaleta
4623,bulir,apetite
4624,bulbo,sede
4625,bulbo,herbicida
4626,bulbo,sphacelatar
4627,bulbo,vegetação
4628,ração,concentrar
4629,ração,bezerro
4630,ração,concentrado
4631,ração,mecânico
4632,vampiricida,dactylon
4633,vampiricida,cor
4634,vampiricida,sintético
4635,vampiricida,fitoterapia
4636,phaseoloide,selo
4637,phaseoloide,fungo
4638,phaseoloide,capitata
4639,phaseoloide,bosque
4640,estirpe,potássio
4641,estirpe,manganês
4642,estirpe,cobalto
4643,estirpe,coler
4644,hipófise,digestível
4645,hipófise,corda
4646,hipófise,estressar
4647,hipófise,aminoácido
4648,flanco,natimorto
4649,flanco,parasitar
4650,flanco,gesso
4651,flanco,utensílio
4652,cicatrizante,desânimo
4653,cicatrizante,cauda
4654,cicatrizante,tanchagem
4655,cicatrizante,genômica
4656,arenoso,série
4657,arenoso,biológico
4658,arenoso,florescer
4659,arenoso,rasteiro
4660,ovócito,estrangulamento
4661,ovócito,subclínico
4662,ovócito,tumor
4663,ovócito,lamber
4664,lateral,gênerar
4665,lateral,populaçãar
4666,lateral,ressemeadura
4667,lateral,queimada
4668,pútridos,cobre
4669,pútridos,mamadeira
4670,pútridos,campilobacteriose
4671,pútridos,bicarbonato
4672,lábio,liber
4673,lábio,potássio
4674,lábio,vitro
4675,lábio,edema
4676,semeadura,germinação
4677,semeadura,calcário
4678,semeadura,fértil
4679,semeadura,gradagem
4680,viscosidade,mamadeira
4681,viscosidade,potássio
4682,viscosidade,edema
4683,viscosidade,respiração
4684,micuim,rasteiro
4685,micuim,diferem
4686,micuim,hematúria
4687,micuim,sphacelatar
4688,pivô,feijão
4689,pivô,eucalipto
4690,pivô,erliquiose
4691,pivô,brasilense
4692,parasitismo,botijo
4693,parasitismo,óxido
4694,parasitismo,vidro
4695,parasitismo,apetite
4696,verminose,vitro
4697,verminose,verme
4698,verminose,financeiro
4699,verminose,prostaglandina
4700,legislação,ração
4701,legislação,bezerro
4702,legislação,leite
4703,legislação,presença
4704,medicamento,organismo
4705,medicamento,heterose
4706,medicamento,humano
4707,medicamento,eficiente
4708,cesariana,mamadeira
4709,cesariana,vitro
4710,cesariana,potássio
4711,cesariana,secretor
4712,verão,magnésio
4713,verão,fertilização
4714,verão,potássio
4715,verão,manganês
4716,mocho,chifre
4717,mocho,gene
4718,mocho,cobre
4719,mocho,textura
4720,recomendação,corda
4721,recomendação,cruza
4722,recomendação,deslocamento
