index,resposta
400,"É uma doença causada por um protozoário denominado Eimeria spp., que acomete o intestino dos bezerros. Seu principal sintoma é diarreia, que pode ter sangue. Apesar de ser uma doença de animais jovens, também pode atingir adultos. A higienização bem feita das instalações e a redução da aglomeração de animais são as principais maneiras de se reduzir a doença, tendo sido de grande ajuda nesse aspecto as casinhas móveis para bezerros. Ospiquetes de acesso aos bezerros lactentes devem ser formados com pastagens apropriadas, de folhas finas, e mantidas baixas, para que os raios de sol ajudem a mantê-las menos propícias à contaminação com Eimeria spp., além de outros parasitas que acometem os bezerros. O tratamento da eimeriose, ou coccidiose, é feito com produtos à base de sulfas. E, considerando que a doença é aguda, podendo ter mortalidade elevada, e que seus sintomas podem ser confundidos com os de outras doenças, recomenda-se a orientação de um médico veterinário."
401,"São as moscas do berne, da bicheira, doméstica, dos estábulos e dos chifres. Osprejuízos são determinados, dependendo da espécie, pela retirada de sangue e estresse dos animais em virtude 226 de picada, transmissão de agentes causadores de doenças e depreciação dos couros."
402,"Higiene é a palavra-chave quando o assunto é controle de moscas, sobretudo em relação à limpeza das instalações e à destinação adequada dos dejetos de fezes dos animais. Otratamento dos animais com mosquicidas deve ser realizado preventivamente no início da época das chuvas, uma vez que ambientes quentes e úmidos são propícios à proliferação de moscas das mais diversas espécies. A aplicação de brincos impregnados com substâncias mosquicidas também é uma boa opção, mas devem ser retirados de acordo com o período recomendado pela bula, a fim de se evitar a proliferação de moscas resistentes, em consequência do contato com o veneno enfraquecido pelo tempo. Existem alguns tipos de armadilhas que capturam e eliminam moscas adultas. Para implementação de tais armadilhas, recomenda-se que sejam buscadas orientações no órgão estadual de assistência técnica e extensão rural mais próximo. Para obter êxito, é importante que o controle seja realizado de forma adequada e, ao mesmo tempo, na maior quantidade possível de propriedades da região, o que pode ser facilitado pela estimulação da população por meio de campanhas de combate às moscas."
403,"A bicheira, ou miíase, é caracterizada pelo desenvolvimento de larvas de mosca da espécie Cochliomyia hominivorax em diversos tecidos do organismo animal. Para que a mosca adulta ponha os ovos e instale a bicheira, é necessário que haja uma “porta de entrada”, que pode ser um ferimento ou umbigo de animal recém-nascido. Por isso, é importante a aplicação de medicamentos cicatrizantes e repelentes nesses locais. Em cada 227 local de instalação, desenvolvem-se centenas de larvas, com alta capacidade de penetrar pelos tecidos (principalmente, músculos e cartilagens) durante 7 a 10dias. O berne, outro tipo de miíase, é a larva da mosca Dermatobia hominis. Em cada nódulo, há apenas uma larva, que se desenvolve no tecido subcutâneo do animal por aproximadamente 40dias. Não é necessário lesão prévia: as larvas penetram pelo tecido íntegro. Uma particularidade interessante consiste no fato de que não é a mosca do berne que vai ao animal para fazer a postura. Após a cópula, a mosca do berne captura outro inseto (geralmente uma mosca de outra espécie) e o utiliza como vetor, depositando os ovos em seu abdômen. Após o desenvolvimento dos ovos, quando o inseto vetor pousa em um bovino, a temperatura corporal do animal provoca a eclosão das larvas, que penetram ativamente pelo couro. Justamente por envolver a participação de outras espécies, o controle do berne é complexo e deve ser direcionado também ao combate de outras espécies de moscas da região, para que se obtenha êxito."
404,"É uma doença parasitária dos bovinos, causada pela fase larval do cestoide Taenia saginata, chamada Cysticercus bovis. Taenia saginata é um parasita do homem, que acomete bovinos quando ingerem pastagem contaminada com fezes humanas, contendo ovos do cestoide. Osbovinos, então, são considerados hospedeiros intermediários do parasita. Ocisto se aloja nos músculos dos bovinos, tendo preferência por coração, língua e diafragma. Aingestão de carne contaminada leva ao desenvolvimento do verme adulto na espécie humana, conhecido popularmente como “solitária”. Em casos de animais confinados, recomenda-se que os empregados sejam examinados e tratados periodicamente, para prevenir a contaminação de humanos e animais. Sugere-se, também, adotar normas de higiene e ter dependências sanitárias adequadas para os empregados da fazenda. 228"
405,"Sim. Mas não pela ingestão de carne contaminada. Ainstalação da doença ocorre pela ingestão acidental de ovos do cestoide, eliminados nas fezes de uma pessoa que apresente a tênia adulta em seu intestino. Essa situação pode ocorrer em ambientes sem higiene ou a partir de atos promíscuos. Por isso, é importante o estabelecimento de programas de educação sanitária."
406,"Também conhecida como paratifo dos bezerros, é uma doença infecciosa causada por bactérias do gênero Salmonella. Bezerros até os 3meses de idade são mais suscetíveis, mas animais em outras faixas etárias também podem ser acometidos, principalmente, quando se encontram debilitados. Atransmissão ocorre pela ingestão de água ou alimentos contaminados ou pelo contato com fezes de animais doentes ou portadores do agente da doença. Osprincipais sintomas são febre alta, diarreia aquosa e intensa, dor no abdômen, prostração e morte. Para a prevenção da doença, devem-se manter as instalações sempre limpas, secas e desinfetadas, isolar os animais doentes e evitar o acesso dos sadios a pastos contaminados."
407,"É uma doença infecciosa, causada pela bactéria Escherichia coli, afeta bezerros jovens, mas é rara em adultos. Anão ingestão do colostro, a aglomeração e a manutenção dos animais sem a adequada higiene são fatores que favorecem o estabelecimento da infecção. Dependendo do local de instalação da bactéria, os sintomas podem variar, os mais frequentes são febre, falta de apetite, fraqueza e diarreia. Em casos mais graves, o animal pode entrar em coma, apresentando temperaturas baixas e mucosas pálidas. 229 O tratamento é feito com antibiótico e soroterapia. Mais importante que o tratamento é a prevenção, que consiste em alimentar bem os animais, evitar aglomerações, utilizar instalações adequadas, limpas e secas, impedindo animais de idades diferentes no mesmo lote."
408,"É uma infecção causada inicialmente por vírus, normalmente acompanhada por invasão bacteriana. Geralmente, ataca bezerros até os 2meses de idade, atingindo os aparelhos respiratório e digestivo. É mais frequente em animais criados em bezerreiros úmidos e sem higiene. O animal doente apresenta febre alta, respiração acelerada e diarreia. Otratamento deve ser feito rapidamente para que a doença não se torne crônica. Evita-se a infecção mantendo os animais sempre bem alimentados, em instalações secas e limpas, e evitando aglomerações. Otratamento deve ser feito com antibióticos, sempre prescritos por um médico veterinário."
409,"Quando a vaca está urinando sangue, suspeita-se inicialmente de três causas: 1) ingestão de planta tóxica, por exemplo, samambaia; 2) tristeza parasitária bovina; 3) Braquiária Tanner Grass. Quando o animal apresenta os sintomas e no pasto em que ele se encontra existe a samambaia (cujo nome científico é Pteridium aquilinum), a primeira suspeita é essa patologia. Por 230 efeito da samambaia, desenvolve-se inicialmente uma irritação na mucosa da bexiga e logo há o desenvolvimento de neoplasia (câncer), mas não há tratamento eficaz. Existem vários princípios ativos na samambaia que afetam os animais. Para os bovinos, são substâncias cancerígenas (uma das principais é o norsesquiterpeno ptaquilosido), que produzem efeitos semelhantes à radiação no organismo animal. Oprincípio tóxico da samambaia vai se acumulando no organismo do animal até chegar a ponto de causar a doença. Por isso, em uma propriedade, existem animais com problemas e outros que não apresentam os sintomas, todos no mesmo pasto. Em geral, animais nascidos em fazenda que tem samambaia não a ingerem, por um aprendizado ainda desconhecido. Assim, é mais comum ter problema com animais oriundos de outras propriedades, comprados ou transferidos de outra fazenda que não tinha samambaia. Também é muito comum a propriedade do vizinho ter samambaia e não apresentar o problema, uma vez que os animais podem não estar pastando a samambaia porque “aprenderam” que é tóxica ou porque a pastagem está boa, com maior oferta de volumoso de qualidade. Então, o produtor se pergunta: porque só ocorre na minha fazenda? Para responder a essa pergunta é preciso analisar as condições encontradas, verificar o que está ocorrendo, a disponibilidade e a qualidade do pasto, a origem do gado. Isso mostra que a assistência técnica de um médico veterinário é fundamental nesses casos. Não há tratamento terapêutico eficaz para bovinos. Pode-se tentar transfusão de sangue e antibioticoterapia, visando conter as infecções secundárias. Uma boa medida pode ser o descarte do animal para corte. Outro ponto importante, se o problema for a samambaia, é adotar práticas agrícolas para eliminar essa planta, que ocorre mais em solos ácidos. Omais indicado é fazer a análise de solo e depois a calagem. E, na época própria, fazer o plantio de uma lavoura (milho, feijão) na área, por uns 2anos seguidos, para eliminar a samambaia. Depois, pode-se formar pasto novamente. 231 Também, deve-se evitar que os bovinos tenham acesso ao terreno infestado com samambaia, providenciando-se uma cerca. Se a propriedade não tem samambaia, a suspeita pode ser Tristeza Parasitária Bovina (TPB) ou pastagem de brachiaria Tanner grass. ATPB é uma das duas doenças cujos agentes causadores (Babesia spp., Anaplasma marginale) podem ser transmitidos por carrapato. Na babesiose, a urina pode tomar cor que varia desde vermelho até marrom-escuro. ATPB tem que ser tratada sob pena de morte do animal. Quando o tratamento for realizado em tempo hábil, a recuperação é relativamente rápida. Ainda existe a possibilidade da causa ser as pastagens de braquiária. Quando o animal está pastando braquiária da espécie Tanner Grass, pode ocorrer a eliminação de urina com sangue, e, nesse caso, é só retirar o animal daquele pasto e tudo volta ao normal. No entanto, qualquer outra afecção que estiver instalada nas vias urinárias pode levar a uma hematúria, ou urina avermelhada. Faz-se, então, necessária a presença de um médico veterinário para que o diagnóstico, e a indicação do tratamento e da dosagem sejam realizados."
410,"A diarreia pode ser causada por diversos fatores, como verminose, infecção por bactéria ou protozoário, alteração na alimentação, estresse por mudança de ambiente ou excesso de animais, entre outros. Aconsequência mais grave é a morte do animal por desidratação. Por essa razão, um bovino com diarreia deve ser imediatamente transferido para um ambiente limpo, seco e arejado, e receber soro. Se o processo estiver no início, pode ser administrado soro caseiro: 5Lde água de boa qualidade, 250gde açúcar, 45gde sal e uma colher de sopa de bicarbonato de sódio. Um bezerro precisa receber de 5L a 7 Lde soro, por dia, distribuídos em 5 a 10 administrações por via oral. 232 Esse procedimento reidrata, mas é imprescindível a intervenção de um médico veterinário, que prescreverá o tratamento."
411,"É uma doença infectocontagiosa, causada por bactéria do gênero Brucella e caracterizada por distúrbios de fertilidade nos machos e fêmeas. Odiagnóstico deve ser feito por exame laboratorial específico, realizado pelo menos uma vez ao ano. Para a prevenção, devem ser vacinadas e marcadas as bezerras, entre o 3º e o 8ºmês de idade, com a vacina B-19. Devese adquirir somente animais com resultado negativo para o teste, mantê-los isolados em quarentena antes de sua incorporação ao rebanho, e realizar novo teste após 30dias. A ingestão de leite cru, proveniente de animal doente, e o contato com suas secreções corporais podem levar à instalação da doença no homem."
412,"O carbúnculo sintomático, também conhecido como manqueira, é uma doença provocada por bactéria do gênero Clostridium, mais frequente em animais jovens, principalmente aqueles com maior escore corporal. O agente causador encontra-se no solo e, ao ser ingerido, instala-se no organismo animal, determinando febre, falta de apetite, desânimo e manqueira. Amanqueira só ocorre se a lesão atingir grandes massas musculares, como espádua, quartos e pescoço. O tratamento, mesmo intensivo, não surte efeito, e a doença, geralmente, é fatal. Avacinação dos animais jovens é o melhor meio para a prevenção da doença. Osbezerros devem ser vacinados aos 4meses de idade e receber uma dose de reforço após 30dias. Deve-se revacinar a cada 6meses, até os animais atingirem 24meses de idade. 233"
413,"Deve-se vacinar os bezerros por volta do 4ºmês de idade e repetir a dose 30dias depois. Não se pode esquecer de revacinar anualmente todos os animais da fazenda. Uma pasta vampiricida deve ser aplicada na ferida deixada pelos morcegos e deve-se combater os hematófagos (que se alimentam de sangue). Para isso, é importante a atuação de técnicos especializados, que irão identificar as espécies de morcegos a serem controladas, evitando atingir espécies benéficas. As medidas de prevenção devem ser extensivas a outras espécies de animais domésticos, em virtude do caráter altamente contagioso da doença. Ohomem também pode ser atingido, devendo-se, portanto, evitar contato com secreções de animais supostamente doentes."
414,"Sim. Normalmente, a doença é adquirida pelo contato direto ou indireto com secreções de animais infectados, mas, em alguns casos, o homem também pode ser a fonte de infecção. Aevolução da doença é crônica e os sintomas são variados, devendo-se, portanto, realizar o teste de tuberculinização. Arealização desse teste antes da compra, a aquisição de animais comprovadamente negativos para o agente da doença e sua manutenção em isolamento por 60dias, para realização de outro teste antes da incorporação ao rebanho, são as principais medidas de prevenção da doença. Uma observação importante: em todos os casos de doenças de animais, sugere-se consultar um médico veterinário da região. Ele deverá examinar o animal doente, fazer o diagnóstico, prescrever o tratamento, indicar a dosagem e o modo de usar os medicamentos. Ao usar qualquer medicamento, é muito importante ler atentamente a bula, o modo de aplicação, as indicações do fabricante, etc."
415,"Mastite, ou mamite, é a inflamação da glândula mamária, desencadeada pela agressão da glândula por diferentes tipos de agentes, como microrganismos, irritantes químicos e traumas físicos. Na vaca leiteira, a mastite é quase sempre causada por bactérias que invadem o úbere, multiplicam-se, produzem toxinas e outras substâncias irritantes, que provocam a resposta inflamatória. É a doença mais comum e a que mais causa prejuízos aos rebanhos leiteiros."
416,"A mastite manifesta-se sob duas formas principais: clínica e subclínica. A mastite clínica é de fácil identificação, porque há alterações no aspecto do leite (presença de coágulos, grumos, flocos, aspecto aguado, com ou sem presença de sangue ou pus), sinais de inflamação no úbere (inchado, vermelho ou dolorido) e sinais sistêmicos na vaca (desidratação, apatia, perda de apetite, febre, diminuição brusca na produção de leite). Na forma subclínica, a aparência do leite é normal e não existem sinais visíveis no úbere. Sabe-se que existe a mastite subclínica porque microrganismos causadores da doença podem ser isolados do leite, e podem ser detectadas alterações inflamatórias. Amastite subclínica é mais comum. Em geral, para cada caso clínico, há de 20 a 40 casos subclínicos. Adoença pode curar-se espontaneamente, persistir no nível subclínico, ou evoluir para a forma clínica. Em virtude de sua natureza oculta, provoca as maiores perdas econômicas pela redução da produção e por interferir na qualidade do leite. 236 Ainda há uma terceira forma da doença, chamada de mastite crônica. É uma forma de mastite de longa duração. Pode aparecer na forma clínica ou subclínica, com episódios clínicos intermitentes e repentinos. Nesses casos, ocorre o desenvolvimento de tecido fibroso na glândula mamária (tecido endurecido à palpação) e alteração na forma e no tamanho do quarto mamário afetado. Há também perda de tecido produtor de leite, com redução na produção. Em alguns casos, o quarto mamário pode ficar afuncional (perdido)."
417,"Para detectar a presença da mastite subclínica no rebanho, é necessário fazer testes que detectem a presença do agente infeccioso ou a reação inflamatória. Exemplos de testes que detectam a reação inflamatória são a condutividade elétrica, o California Mastite Teste (CMT), o Wisconsin Mastite Teste (WMT), e a contagem de células somáticas (CCS). Para a detecção do agente infeccioso, é realizado o exame microbiológico do leite, também chamado de cultura. Nesse caso, há necessidade de se coletar a amostra de leite em frascos estéreis, e com muito cuidado quanto à assepsia. Em seguida, a amostra deve ser refrigerada e enviada ao laboratório de microbiologia. Nolaboratório, a amostra de leite será colocada em meios de cultivo especiais para isolamento do agente da mastite presente na amostra. Após o isolamento, é necessária a identificação do agente. Acultura do leite para detecção dos agentes da mastite pode ser feita de amostras de mastite clínica ou subclínica."
418,"O CMT é um teste muito empregado para identificar vacas com mastite subclínica na fazenda. Oteste é feito ao pé da vaca. Mistura-se o leite com o reagente (à base de um detergente), homogeneíza-se e faz-se a leitura após 10segundos. De acordo com a quantidade de células somáticas presentes no leite, forma237 se um gel de espessura variada. Se a quantidade de células somáticas for baixa, não há formação de gel e o resultado é negativo. Oresultado é dado em escores, dependendo da consistência e aspecto do gel:  Ausência de formação de gel = negativo  Início de formação de gel= traços  Formação de gel leve a moderada (fracamente positivo) = +  Formação de gel moderada (reação positiva) = ++  Formação de gel moderada a pesada (reação fortemente positiva) = +++ Segundo alguns autores, o resultado do escore traço pode corresponder de 150mil a 500milcélulassomáticas/mL. À medida que os escores variam de 1 a 3, a contagem de células somáticas (CCS) aumenta para valores muito elevados. Estudos realizados no Brasil mostraram que a sensibilidade do CMT para detectar quartos mamários com CCS acima de 400mil/mL é maior a partir do escore 1. Por essa razão, alguns técnicos recomendam o uso dos escores simplificados: negativo para ausência ou traços de formação de gel, e positivo quando há nítida formação de gel. Quando se tem a CCS do leite total do rebanho, o CMT pode ser usado para conhecer a situação de mastite subclínica dos animais individualmente e dos quartos mamários de cada animal. Osresultados não devem ser usados para tratamento com antibióticos, mas para avaliar e introduzir medidas de controle da doença."
419,"A mastite clínica é identificada pelas alterações no leite, no úbere ou na vaca. Asalterações no leite são facilmente detectadas quando os primeiros jatos de leite de cada quarto mamário são colhidos numa caneca de fundo telado ou escuro (também chamada de tamis). Se o leite estiver alterado, com presença de grumos, pus 238 amarelado ou aquoso, é sinal de mastite clínica. Oleite alterado não pode ser acrescentado ao leite do restante do rebanho e a vaca deve ser separada e receber tratamento para mastite. A observação visual e a palpação do úbere permitem identificar a mastite clínica (úbere inchado, avermelhado ou dolorido). Aobservação visual ainda permite identificar sinais clínicos na vaca, como apatia, desidratação, falta de apetite e redução brusca na produção de leite, que indicam comprometimento sistêmico."
420,"Células somáticas são células encontradas no leite, que se originam do corpo da vaca (soma significa corpo, em grego). Ascélulas somáticas do leite são, principalmente, glóbulos brancos do sangue e uma pequena percentagem de células epiteliais. Osglóbulos brancos são células de defesa que passam do sangue para o leite para combater microrganismos invasores da glândula ou outras formas de agressão, como pisadura, pancada, etc. As células somáticas fazem parte da resposta inflamatória, por isso seu número aumenta na mastite. Asconcentrações das células somáticas do leite podem variar de dezenas de milhares a dezenas de milhões por mililitro (mL), dependendo dos microrganismos envolvidos na mastite e do grau de inflamação existente. Glândulas mamárias que nunca foram infectadas têm, geralmente, menos de 50mil células somáticas por mL. Considera-se, atualmente, que uma CCS acima de 200mil/mL é um indicativo de que a vaca tem mastite subclínica."
421,"A maioria dos casos de mastite é causada por bactérias, mas outros tipos de microrganismos, incluindo leveduras, micoplasmas e até mesmo algas, podem, ocasionalmente, estar envolvidos. 239 Um conceito importante para o entendimento da mastite é que os patógenos mais comumente encontrados podem ser divididos em duas categorias: contagiosos e ambientais. Essa diferenciação é de importância prática, porque medidas de controle diferenciadas são necessárias para cada um desses grupos. Por isso, o exame microbiológico do leite é uma ferramenta muito importante na implantação de um programa de controle de mastite, pois quando se conhece os agentes que estão acometendo o rebanho, medidas específicas poderão ser tomadas para cada caso. Os principais microrganismos contagiosos são Staphylococcus aureus e Streptococcus agalactiae. Adisseminação desses agentes ocorre de um quarto mamário infectado para outro ou de uma vaca para outra, durante o processo de ordenha, principalmente pelas mãos do ordenhador ou do equipamento de ordenha. Osmicrorganismos ambientais estão normalmente presentes no ambiente e, a partir daí, podem atingir a extremidade do teto. Osprincipais são os do grupo dos coliformes e estreptococos do ambiente."
422,"Para reduzir a mastite, é preciso adotar um conjunto de ações que impeçam novas infecções e reduzam a duração das já existentes no rebanho. Osucesso no controle da mastite requer a adoção de práticas que reduzam a exposição do orifício dos tetos aos microrganismos infecciosos. Oponto-chave é o manejo da ordenha, que deve estar focalizado no cuidado com os animais, na limpeza, na higiene e na desinfecção dos tetos após a ordenha. 240 Outras medidas muito importantes são:  Manter as vacas em ambiente limpo e seco.  Tratar imediatamente todos os casos clínicos.  Tratar todos os quartos mamários no início do período de secagem da vaca.  Manter as vacas de pé após a ordenha.  Descartar as vacas com infecção crônica.  Fazer a manutenção adequada dos equipamentos de ordenha."
423,"Esse programa foi desenvolvido por pesquisadores da Inglaterra, na década de 1960, e enfatiza cinco pontos principais para o controle da mastite. Esses pontos são:  Tratamento imediato de todos os casos clínicos.  Aplicação de antibiótico de longa duração, em todos os quartos mamários, no início do período de secagem da vaca.  Manutenção da ordenhadeira mecânica sempre em bom estado de funcionamento.  Desinfecção dos tetos após a ordenha com um produto de eficiência comprovada.  Descarte de vacas com mastite crônica. Esse programa foi amplamente adotado e constituiu a base de outros, nos quais novos pontos foram sendo acrescentados. Dentre eles, estão a higiene da ordenha e anotação dos dados (sobre produção, reprodução, qualidade do leite, mastite, etc.) para auxiliar na tomada de decisão e nas análises econômicas da produção."
424,"A boa preparação do úbere antes da ordenha visa estimular a descida do leite e reduzir a contaminação bacteriana da superfície 241 dos tetos. Para atender ao segundo ponto, é necessário ordenhar tetos limpos e secos. Aordenha de tetos limpos e secos contribui para reduzir novas infecções intramamárias e garantir a produção de leite de alta qualidade, com baixa contaminação microbiana. Os tetos devem ser lavados sempre que estiverem sujos de fezes, barro, ou outro material. Na lavagem dos tetos, deve-se usar uma quantidade mínima de água, e é necessário secá-los cuidadosamente antes de se proceder à ordenha. Não se deve lavar todo o úbere, apenas os tetos. Se os tetos estiverem limpos, pode-se apenas imergi-los em solução desinfetante, esperar o tempo de contato recomendado e secá-los cuidadosamente, a fim de evitar que resíduos do produto contaminem o leite. Asecagem deve ser feita com papel toalha descartável."
425,"Resultados de pesquisa têm mostrado que a desinfecção dos tetos antes da ordenha, também conhecida como pre-dipping, é uma prática efetiva para:  Reduzir novas infecções intramamárias por microrganismos do ambiente.  Reduzir a incidência de mastite clínica.  Reduzir a contaminação microbiana do leite (ufc/mL). Somente produtos recomendados para esse processo devem ser usados. Para ser efetiva, a maioria dos desinfetantes deve permanecer em contato com os tetos por 20 a 30segundos. Depois de desinfetados, os tetos devem ser cuidadosamente secos antes da ordenha, a fim de evitar que resíduos do desinfetante contaminem o leite. A desinfecção dos tetos antes da ordenha deve ser feita na seguinte ordem:  Lavar os tetos apenas se estiverem muito sujos.  Examinar os primeiros jatos de leite, utilizando-se a caneca de fundo escuro ou caneca telada.  Fazer a desinfecção dos tetos por imersão. 242  Esperar de 20 a 30 segundos, ou de acordo com a recomendação do fabricante.  Secar completamente, utilizando-se papel toalha descartável.  Iniciar a ordenha."
426,"A taxa de novas infecções da glândula mamária relaciona-se ao número de microrganismos causadores de mastite presentes na extremidade dos tetos. Adesinfecção dos tetos, imediatamente após a ordenha, destrói a maioria desses microrganismos, reduzindo a taxa de novas infecções em mais de 50%. Adesinfecção dos tetos após a ordenha é particularmente efetiva contra os patógenos contagiosos da mastite Staphylococcus aureus e Streptococcus agalactiae. Esse processo pode ser feito por imersão ou por spraying – nebulização. Ambos os métodos são efetivos, desde que cubram todo o teto com o desinfetante. Osdesinfetantes devem ser guardados em local seco e fresco, em frascos bem fechados, e não devem ser usados após o prazo de validade. Também não devem ser diluídos, a não ser que haja recomendação do fabricante. Quando houver necessidade de diluição, deve-se usar água de boa qualidade microbiológica e dureza aceitável. Osrecipientes usados para a desinfecção devem ser esvaziados e lavados, após cada ordenha. Nunca se deve recolocar as sobras de desinfetantes no frasco original."
427,"Os principais ingredientes dos produtos usados para desinfecção dos tetos são a clorhexidina, iodo, iodofórmio, amônia quaternária, hipoclorito de sódio e ácido dodecil benzeno sulfô 243 nico. Suas concentrações variam de acordo com o uso antes ou depois da ordenha. Antes da ordenha, as concentrações são:  Clorhexidina – 0,35%.  Iodofórmio – de 0,1% a 0,55%.  Iodo – 0,25%.  Hipoclorito de sódio – 4% (40.000 ppm). Após a ordenha, as concentrações são:  Clorhexidina – cerca de 0,5%.  Iodo – de 0,5% a 1,0%.  Amônia quaternária – 0,5%. Produtos efetivos para desinfecção dos tetos devem eliminar os microrganismos da mastite, ser de baixo custo, fáceis de aplicar e garantir boas condições da pele dos tetos. Osfabricantes devem fornecer informações sobre a eficácia dos produtos contra todos os principais agentes da mastite."
428,"É o tratamento de todos os quartos mamários com antibiótico, depois da última ordenha, no final da lactação (início do período seco). Para que essa prática seja efetiva, deve-se aplicar o antibiótico em todos os quartos mamários de todas as vacas, no dia da secagem. Otratamento da vaca seca é muito importante para a redução da mastite subclínica do rebanho e para reduzir novas infecções que possam vir a ocorrer nas primeiras semanas e no restante do período seco. Por isso, a terapia da vaca seca deve ser realizada em todas as vacas que secarem e não apenas nas que apresentaram casos de mastite durante a lactação. Osmedicamentos para terapia da vaca seca são próprios para esse período, pois permitem a liberação lenta da droga, de modo a manter os níveis terapêuticos por várias semanas. 244"
429,"O tratamento da mastite clínica deve ser parte de um programa de saúde do úbere, que inclui higiene do ordenhador e da ordenha, manutenção do ambiente limpo, seco e livre de estresse para as vacas, limpeza e funcionamento adequado dos equipamentos de ordenha, normas para o descarte de animais, e treinamento e qualificação do ordenhador. Os medicamentos normalmente empregados para tratamento da mastite clínica são os antibióticos intramamários. Apesar de ser recomendável fazer a cultura do leite, como indicativo do tratamento mais apropriado, na grande maioria das vezes, o tratamento é iniciado antes de se conhecer o resultado. Aindicação do antibiótico pelo médico veterinário deve levar em conta o provável agente causador, baseando-se em resultados anteriores de cultura do leite do rebanho, na severidade da infecção e no histórico da mastite no rebanho. Além da aplicação do medicamento, outros procedimentos que auxiliam na recuperação do animal são recomendados, como a aplicação de compressas de água morna no quarto afetado e ordenhas frequentes enquanto durarem os sinais clínicos. Casos agudos, geralmente, necessitam de tratamento de apoio baseado em medicamentos anti-inflamatórios e hidratação."
430,"O sucesso do tratamento da mastite subclínica durante a lactação depende, principalmente, do tipo de microrganismo causador da infecção, além de fatores ligados ao animal acometido, 245 como número de partos, fase da lactação, tempo de infecção e número de quartos mamários afetados. Os principais microrganismos causadores de mastite subclínica são os patógenos contagiosos Staphylococcus aureus e Streptococcus agalactiae. Desses, somente S. agalactiae apresenta taxas de cura que justificam o tratamento durante a lactação. Astaxas de cura de infecções, causadas por S. aureus durante a lactação, situam-se entre 20% e 30%, e as de estreptococos do ambiente e de coliformes podem ser de apenas 10%, raramente ultrapassando 50%. É mais conveniente tratar essas infecções no início do período seco, quando as taxas de cura são maiores e não existe o risco de resíduos de antibióticos no leite."
431,"Os tetos a serem tratados devem estar limpos e secos. Devese desinfetar a ponta do teto com algodão embebido em álcool a 70%, usando pedaços separados para cada teto. Durante a aplicação, inserir somente a ponta da cânula, de 2mm a 3mm, no canal do teto. Depois da aplicação, massagear o teto, levando o medicamento para dentro do quarto, e fazer sua imersão em desinfetante para pós-ordenha. Se a aplicação intramamária de medicamentos for feita sem os cuidados de higiene mencionados acima, pode levar à introdução de outros microrganismos no úbere, que causam mais danos além dos já presentes."
432,"Resíduos de antibióticos no leite devem ser evitados porque provocam problemas de saúde em indivíduos sensíveis e prejuízos na industrialização do leite. Sempre que se administra algum tipo de produto químico às vacas em lactação, é necessário saber se o produto é eliminado no leite e por quanto tempo. 246 Os principais cuidados para evitar resíduos de antibióticos no leite, são:  Seguir rigorosamente as indicações da bula do medicamento.  Não misturar o leite de um animal tratado com o leite do rebanho.  Não comercializar o leite durante o período de eliminação do antibiótico (período de carência) e só usar produtos que apresentem essa informação.  Não aumentar a dosagem recomendada na bula, porque isso altera o prazo de carência recomendado.  Evitar o uso de mais de um antibiótico no mesmo tratamento, pois isso pode aumentar o período de eliminação de resíduos no leite.  Não usar preparações de antibióticos recomendados para o período seco, em vacas em lactação.  Identificar as vacas que estão em tratamento e/ou em período de carência, utilizando corda no pescoço, na pata, marcação com bastão colorido no lombo, etc.  Registrar em caderno, planilhas, etc., os casos de mastite clínica, para manter o histórico e auxiliar na escolha do tratamento. Quando a vaca é tratada com antibiótico em um quarto,"
433,"Todo o leite da vaca deve ser descartado. Na aplicação intramamária, o antibiótico é absorvido, ocorrendo a passagem para o sangue e daí para o leite dos outros quartos. Oapareci247 mento de resíduos em quartos não tratados deve-se a essa passagem via corrente sanguínea, e não à passagem direta de um quarto para outro."
434,"Geralmente, a ordenha completa remove de 80% a 90% do leite da glândula mamária. Os10% a 20% restantes constituem o leite residual, que fica retido nos alvéolos e canais superiores. Esse leite residual não é removido por meios “normais”, isto é, pela ordenha manual, mecânica ou pelo bezerro. Sempre restará algum leite na glândula, sob qualquer circunstância prática. O único modo de liberar o leite residual é pela aplicação de oxitocina, um hormônio que proporciona a descida do leite. Aaplicação da oxitocina na rotina da ordenha não é recomendada porque pode causar danos ao úbere e estresse no animal. Se a vaca estiver amedrontada, assustada ou se a ordenha for dolorosa, a descida do leite é prejudicada, e mais de 20% serão retidos. A remoção de todo o leite disponível é importante para a produção, mas também é importante não ordenhar além da conta, pois pode predispor o úbere à mastite. Uma distinção importante a ser feita é entre ordenha incompleta e quantidade normal de leite residual. Na ordenha incompleta, deixa-se leite que poderia ter sido retirado. Aordenha incompleta leva à redução da produção e aumenta a incidência de mastite subclínica, causada principalmente pelos patógenos contagiosos."
